"id","createdAt","text","retweetCount","replyCount","likeCount","quoteCount","bookmarkCount"
"1712955484653654287","Fri Oct 13 22:16:27 +0000 2023","Estamos no EURO 2024!💪🏼🇵🇹
Muito feliz por ajudar Portugal a atingir mais uma fase final de uma grande competição.
Um agradecimento especial à Federação Portuguesa de Futebol e aos adeptos que estiverem presentes no estádio pela bonita homenagem!🙌🏼🇵🇹 https://t.co/VXuHYh8Cgu","40255","11040","509610","1297","833"
"1712589234458989011","Thu Oct 12 22:01:06 +0000 2023","Vamos Portugal!🇵🇹👍🏽
#vesteabandeira https://t.co/CLb4gagCzU","25292","7791","498785","712","403"
"1712105777828364738","Wed Oct 11 14:00:01 +0000 2023","Myself and #Binance are giving away 50,000 free surprises!

And one lucky winner will win the golden ticket - a trip to train with me in person.

Head over to #Binance to claim your free CR7 ForeverZone Box

Get involved
https://t.co/1cl21YjQeJ https://t.co/DVlzWhbEMH","11699","5427","151388","325","422"
"1711503112962277605","Mon Oct 09 22:05:14 +0000 2023","🇵🇹❤️
#VesteABandeira https://t.co/WPnSfY5etO","33530","10572","706774","1043","560"
"1710038349518446887","Thu Oct 05 21:04:48 +0000 2023","🇵🇹👏🏼","35557","9635","628624","1561","1326"
"1709245604226850903","Tue Oct 03 16:34:42 +0000 2023","Throwback to my last visit to Pestana CR7 Gran Vía Madrid!

Now is your time to share one of your favorite #pestanacr7hotel moments and to tag @pestanacr7! 📸 https://t.co/BKOwWv5lP1","20911","6027","376118","429","255"
"1708958150567571743","Mon Oct 02 21:32:28 +0000 2023","Good game from everyone on the team! 
Happy to have scored my 1st #ACL champions league goal!💪🏼⚽️
We keep wining!💙💛 https://t.co/cz5U1saxYd","32285","7323","372655","617","303"
"1708173052834447439","Sat Sep 30 17:32:46 +0000 2023","#Bigtime #RiyadhSeason","12464","4310","173084","357","528"
"1707814640271389061","Fri Sep 29 17:48:34 +0000 2023","Another important victory and 9 wins in a row!
Well done Team!
Let’s keep the good work!💪🏼💙💛 https://t.co/ZB3gH5c8qt","43489","9759","560679","1075","567"
"1706706417980154276","Tue Sep 26 16:24:53 +0000 2023","15 years of partnership with CLEAR MEN &amp; we never stop improving. The world’s #1 men shampoo just got better.

#ClearMen #ClearxCR7 #AntidandruffShampoo #ShampooforMen https://t.co/M9q14WFjCw","12853","4627","160262","498","321"
"1705335981379842090","Fri Sep 22 21:39:16 +0000 2023","Very happy to score 2 more goals and specially to have helped the team in this important win!💪🏼⚽️⚽️
Our fans have been amazing in our home with their fantastic support!🙌🏼💙💛 https://t.co/qbUUdL64eY","50935","12811","544634","1671","772"
"1704242004928889337","Tue Sep 19 21:12:11 +0000 2023","Great to get the win today!
A very special thank you to the fans and to all the Iranian people who have made this visit so special for us. 
Such an incredibly warm welcome! 🙌🏼❤️ https://t.co/FRhsX1CYBo","32204","7715","419445","750","663"
"1703111659940721004","Sat Sep 16 18:20:36 +0000 2023","That winning feeling!💪🏼⚽️ 
@AlNassrFC_EN 💙💛 https://t.co/zHv9C70e6k","36328","8829","494671","1045","356"
"1700261547715830157","Fri Sep 08 21:35:16 +0000 2023","Vitória muito importante num jogo difícil! Seguimos invencíveis!👏🏼
Vamos @selecaoportugal !💪🏼🇵🇹
#vesteabandeira https://t.co/vz8ncUEGH8","26260","6839","457095","603","362"
"1699902055069241487","Thu Sep 07 21:46:47 +0000 2023","RT @Turki_alalshikh: 🇸🇦🔥🥊

 #BattleOfTheBaddest https://t.co/7SO0y1Lo5j","3164","0","0","0","0"
"1699111156382626097","Tue Sep 05 17:24:02 +0000 2023","☄️👀😜 https://t.co/B1zeWcTtok","47007","11689","817975","2040","1155"
"1698787464121319807","Mon Sep 04 19:57:48 +0000 2023","Bom estar de volta a casa!🇵🇹🙌🏼
Motivação maxima e foco total para encarar estes 2 próximos jogos nesta nossa caminhada rumo ao Euro2024!💪🏼🇵🇹
#vesteabandeira https://t.co/GWhYvyLweE","31240","9692","497146","1045","422"
"1698667227405275346","Mon Sep 04 12:00:01 +0000 2023","Watch me take on the lie detector test with @Binance!

Make sure you stay until the end.

Watch here: https://t.co/d66c4kYlOl https://t.co/wJreMkf8Dq","17449","4397","191582","487","1341"
"1698090316333511035","Sat Sep 02 21:47:35 +0000 2023","Another great team performance ! 
We keep improving. 
Let’s go @AlNassrFC 💛💙
850 career goals and still counting!😉💪🏼 https://t.co/BmmOx1nAtJ","37645","9038","405929","1179","384"
"1697645218571464960","Fri Sep 01 16:18:55 +0000 2023","More fun with @kickoffbyzuju! 😂 How to win 👇

📲Sign up for an account on the app
⚽️ Play the new Live Match Contest game
⭐️ Receive an entry with every new level reached
🎁 Win the shirt I wore at our recent filming day!

Enter now 👉 https://t.co/bVuXlMse7H
#PlayEveryMoment https://t.co/Z7jyXIM5wk","5299","2029","57842","149","125"
"1697344013185974524","Thu Aug 31 20:22:02 +0000 2023","RT @SPL_EN: ⚽ 5 goals
🅰️ 2 assists

The winner of the #RoshnSaudiLeague Player of the Month for August is @Cristiano! 💪

#yallaRSL https://…","3610","0","0","0","0"
"1697343747313319978","Thu Aug 31 20:20:59 +0000 2023","RT @AlNassrFC_EN: Player of the month ❌
The forever MVP ✅

The Greatest Of All Times begins the Saudi league on top 🐐 https://t.co/siRFTPnO…","10802","0","0","0","0"
"1697294984012013939","Thu Aug 31 17:07:13 +0000 2023","Herbalife24 #CR7Drive is built different. Specifically formulated to drive me to perform at my best in every stadium around the world #Herbalife https://t.co/0HtJvuaCkA","11218","3858","124596","2367","653"
"1696633230823166304","Tue Aug 29 21:17:38 +0000 2023","What an amazing atmosphere in our stadium! 
Very happy to celebrate this win with our fans!💛💙
Fantastic performance from the Team!👏🏼💪🏼
Vamooos @AlNassrFC_EN !⚽️⚽️ https://t.co/vyjNRL4tub","40596","10231","422136","1272","724"
"1695768122811392418","Sun Aug 27 12:00:00 +0000 2023",".@Binance gave me one of my hardest challenges yet - facing the lie detector. 

Full video coming soon, stay tuned. https://t.co/wnh0OMwYN2","17903","5725","202389","2252","2455"
"1695181945381044495","Fri Aug 25 21:10:45 +0000 2023","Another incredible team effort - let’s go @AlNassrFC_EN 💙💛 https://t.co/cVnZggC0zU","40541","8545","423929","974","335"
"1694085365894672517","Tue Aug 22 20:33:20 +0000 2023","Difficult game, but Important win to qualify for the Asian champions league!
Always believe to the end! Never give up!💪🏼
@AlNassrFC  @AlNassrFC 💛💙 https://t.co/ibvDxoyvWm","37445","8479","378819","759","318"
"1692204640329515202","Thu Aug 17 16:00:00 +0000 2023","A big weekend of football ahead! 🔥

Don’t miss out, @kickoffbyzuju are offering 𝗗𝗢𝗨𝗕𝗟𝗘 𝗣𝗢𝗜𝗡𝗧𝗦 on their new Live Match Contest game
this Friday to Monday, so you can unlock exclusive rewards and prizes quicker! ⭐ Play now 👉 https://t.co/bVuXlMsLXf

 #PlayEveryMoment https://t.co/9nK0Hu2lKB","11496","3590","153729","193","102"
"1691146142669484033","Mon Aug 14 17:53:55 +0000 2023","النصر بمن حضر  💪💙💛 https://t.co/9mlopeLVI2","64488","19978","750358","6813","2135"
"1690477428852826112","Sat Aug 12 21:36:41 +0000 2023","Extremely proud to helped the team winning this important trophy for the 1st time! 
Thank you to everyone in the club that was involved in this great achievement and to my familly and friends for always being by my side!
Fantastic support by our fans!This also belongs to you!💛💙 https://t.co/MGDxXc7AD3","119019","26330","990235","7167","2334"
"1689534001285849089","Thu Aug 10 07:07:50 +0000 2023","It's not just about goals… 😉
 
Introducing @kickoffbyzuju - the world's first football game that allows you to play along in real time &amp; guess the flow of events during live matches to earn awesome rewards 📲
 
Download now 👉 https://t.co/bVuXlMse7H https://t.co/D34mNcxY4C","10864","2780","125519","210","280"
"1689334094549729280","Wed Aug 09 17:53:29 +0000 2023","Final - here we go!!💪🏼
Good work team! 
Special thanks to our fans for the amazing support and for always pushing us forward! 🙌🏼💛💙 https://t.co/iuxE88DRSr","42565","9208","459038","1529","399"
"1689184749737365504","Wed Aug 09 08:00:02 +0000 2023","Harder to say, easier to play. 😂

We're launching something special at @kickoffbyzuju very soon! Download now and get ready for more fun this season 👉https://t.co/bVuXlMsLXf

#PlayEveryMoment https://t.co/fGFp0mrqUe","12825","3996","151944","900","571"
"1688572355994402817","Mon Aug 07 15:26:36 +0000 2023","7 YEARS OF GOOD VIBES! Let’s celebrate the 7th anniversary of Pestana CR7 Lifestyle Hotels!
Stay tuned for exciting anniversary surprises and celebration throughout the year!🎁🎈
Discover more at https://t.co/MIiUieOuCx 
#PestanaCR7 #PCR7GoodVibes https://t.co/HAJ024xKEO","9401","1671","97256","128","88"
"1688239968508948481","Sun Aug 06 17:25:49 +0000 2023","Into the semi-finals💪🏼
Great feeling to keep scoring and helping the team to move forward in the competition!⚽️💛💙 https://t.co/pjVyl5BL0t","40014","7411","454989","1109","403"
"1687165032042283054","Thu Aug 03 18:14:24 +0000 2023","Qualified!💪🏼⚽️
Well done team!👏🏼💛💙 https://t.co/0zJyNSc8Jw","39707","7880","489818","1467","423"
"1686133824575442944","Mon Jul 31 21:56:45 +0000 2023","Good win!💪🏼 
Happy to score and to be top of our group!⚽️💛💙 https://t.co/H4bediFKdn","27159","5595","320821","600","210"
"1685062165709950977","Fri Jul 28 22:58:21 +0000 2023","Tough 1st game in the group stage! 2 more games to go. 
We keep fighting!💪🏼 https://t.co/95eMYSaYwF","26423","5076","443517","650","292"
"1684565224098250752","Thu Jul 27 14:03:41 +0000 2023","Another good test. We keep improving!💪🏼 
Thank you to all the fans here in Japan for the incredible support!
Hope to see you again soon!🙌🏼🇯🇵 https://t.co/o8jxOfvmM1","22596","3626","302200","314","189"
"1683848660176478208","Tue Jul 25 14:36:19 +0000 2023","Good performance against a strong team. Pre-season preparations continue !💪🏼
Fantastic welcome from the fans here in Japan 🇯🇵🙌🏼 https://t.co/T9g1jzibp4","31219","5815","374922","1006","480"
"1683039719628632064","Sun Jul 23 09:01:53 +0000 2023","Calling all gamers! 🎮 Don’t miss #Gamers8, the WORLD’S LARGEST gaming and esports festival for 8 weeks this summer in Riyadh 😍. 

A staggering prize is up for grabs. 🥶 

Follow @Gamers8GG for more information. 
#VisitSaudi #Riyadh #Esports #Gaming https://t.co/84H86f0DNr","9239","2482","107906","347","136"
"1682723014280896513","Sat Jul 22 12:03:24 +0000 2023","Get the opportunity to meet and train alongside me.

Exclusive to holders of the rarest ForeverCR7: The GOAT NFTs.

Just hours left on the auction for my rarest NFT.

Bid now ➡ https://t.co/mojivcG07U https://t.co/1VqC1Nh19T","8626","2502","100091","280","96"
"1682723192262066177","Sat Jul 22 12:04:07 +0000 2023","Terms and conditions: https://t.co/LPjr4a6N5c","784","299","9605","10","11"
"1681089620648271874","Mon Jul 17 23:52:53 +0000 2023","First game back for pre season!The hard work starts here!💪🏼
💛💙 https://t.co/xyVNdSXmWl","19195","4993","298311","560","215"
"1680663728264445952","Sun Jul 16 19:40:32 +0000 2023","RT @Cristiano: I'm happy to launch ""Forever CR7: The GOAT"", my new NFT collection, on #Binance!

To celebrate we're giving away some Foreve…","14571","0","0","0","0"
"1679823056741515271","Fri Jul 14 12:00:00 +0000 2023","Wishing #Binance a happy 6th birthday! #BinanceTurns6 

I'm proud to be partnered with the best for my NFT journey. https://t.co/aR55r84V12","8304","2126","100240","162","94"
"1679073014728519681","Wed Jul 12 10:19:37 +0000 2023","Good to be back!🙌🏼⚽️ https://t.co/2DlUPdwmYt","24179","4616","359923","793","268"
"1676561698730262528","Wed Jul 05 12:00:32 +0000 2023","I'm happy to launch ""Forever CR7: The GOAT"", my new NFT collection, on #Binance!

To celebrate we're giving away some ForeverCR7 NFTs.

How to win:
⚽Retweet
⚽Follow @binance 
⚽Tell me your favourite CR7 goal using #ForeverCR7

Good luck! https://t.co/9YxKa0guXr","14571","7635","102612","722","148"
"1676561928821284865","Wed Jul 05 12:01:27 +0000 2023","Terms and conditions apply:
https://t.co/UeZhPKROha","641","513","7688","13","5"
"1676286390353403915","Tue Jul 04 17:46:34 +0000 2023","I would love to see you there. I saw your free kick video, we have a lot to cover. 😂","8432","2773","134348","181","236"
"1675866992840957952","Mon Jul 03 14:00:01 +0000 2023","I'm proud to announce that my new NFT collection 'Forever CR7: The Goat' NFT is live on @Binance now!
Head over to the Binance NFT Marketplace to own historic goalscoring moments from my record breaking career.
Explore now: https://t.co/lVmKyeKPNu https://t.co/xotBtEsxxC","8093","2188","88547","248","123"
"1675414046126874631","Sun Jul 02 08:00:10 +0000 2023","Estou entusiasmado por lançar a minha 2a coleção de NFTs na #Binance!

Junta-te a mim na minha jornada NFT.

ForeverCR7: The GOAT collection em breve!

Vamos!💪🏼 https://t.co/JajZcTpNLB","7442","1934","100501","180","117"
"1674009954187976706","Wed Jun 28 11:00:49 +0000 2023","NEVER miss a goal 🚨
 
Favourite matches and stay up-to-date with the @LiveScore app
https://t.co/4lzGWzFyYH https://t.co/kZ9lO97GPo","4789","1705","66739","63","47"
"1671880828463480833","Thu Jun 22 14:00:26 +0000 2023","Signing limited edition #Binance merch to give exclusively to my NFT holders. 

Get yours on @binance on July 3. https://t.co/8CMcFvGVlQ","7557","2696","100984","252","140"
"1669031553760993291","Wed Jun 14 17:18:26 +0000 2023","We all have our favourites 🌟

Select your favourite teams and leagues to get instant notifications on the @livescore  app

https://t.co/4lzGWzFyYH https://t.co/jz0Jpa8nbm","5669","2382","79545","100","67"
"1666724222780022784","Thu Jun 08 08:29:55 +0000 2023","Yesterday , we are making one of my lifelong dreams a reality: investing and offering you something that drinks from the very essence of life and health and has played a vital role in shaping who I am today. Here is URSU alkaline and antioxidant water 💧 https://t.co/HSymJVlALP","22343","6926","308899","1155","642"
"1664974598922964998","Sat Jun 03 12:37:32 +0000 2023","Singapore weekend to support the Singapore Olympic Foundation – Peter Lim Scholarship. 
Fantastic turn out!
Thank you everyone 🙌🏼
Part 2 of my #BeSIUPER https://t.co/2CvFscrW8j","7799","2292","122456","162","72"
"1664645619942670341","Fri Jun 02 14:50:18 +0000 2023","The world's only tropical garden to be honoured as a UNESCO World Heritage Site is found in Singapore. There I visited my friend's NParks - Peter Lim tree. And met the beneficiaries of the NParks - Peter Lim Scholarship. Thank you for your love and support! Don't forget keep… https://t.co/YJOhFG1urT","10434","2448","153187","236","126"
"1664301293924483073","Thu Jun 01 16:02:04 +0000 2023","RT @SPL_EN: 🌟 @AlNassrFC's @Cristiano Ronaldo talks about his experience so far &amp; looks forward to next season in an exclusive #SPL chat! F…","4089","0","0","0","0"
"1661764060268879874","Thu May 25 16:00:00 +0000 2023","Which is your favourite?

Tell me in the comments below 👇

Get the @livescore app and never miss a goal

https://t.co/4lzGWzFyYH https://t.co/UfnwYTkrUF","8820","5467","111096","370","233"
"1661122950970343425","Tue May 23 21:32:28 +0000 2023","Great team spirit to come back and win it!
Big thank you to the fans that stood with us when we most needed ! 🙌🏻 💛💙 https://t.co/juwdTz5HUW","34053","9156","351158","998","333"
"1660691996405579808","Mon May 22 17:00:00 +0000 2023","Proud to extend my partnership with @herbalife as we enter a new era together. Thank you for fueling my performance over the years in the gym and on the field #CR7Drive #LiveYourBestLife https://t.co/6vfj9voQJ5","6936","2514","89853","590","172"
"1657098314410790913","Fri May 12 19:00:00 +0000 2023","For a chance to win my signed shirt, enter below and download the free @livescore app

https://t.co/4re2eHf1BM

*18+. Ends (23:59) 19/05/23 GMT. T&amp;Cs apply. https://t.co/z1c459YBIl","5392","2790","81195","143","91"
"1656681932556476416","Thu May 11 15:25:27 +0000 2023","Excited to visit the new @_Jacobandco boutique in Riyad, Saudi Arabia! Thank you Jacob Arabo for the warm welcome. https://t.co/OgmXoGVpiX","15635","4477","235690","849","363"
"1654949264156491776","Sat May 06 20:40:26 +0000 2023","Indulging in history and gastronomy at @tatelrestaurant riyadh in @BujairiTerrace with a stunning view of #at_turaif @VisitDiriyah https://t.co/TYrxxxqtBK","12138","3240","171055","421","197"
"1653870457219588099","Wed May 03 21:13:39 +0000 2023","انا_عالمي 
#ANA_AALAMY
💛💙 https://t.co/tgmxYeGKN4","35930","12794","308126","3097","777"
"1653082899422363672","Mon May 01 17:04:10 +0000 2023","Goal alerts, the latest news, get it all on the @livescore app
https://t.co/4lzGWzFyYH https://t.co/zV3GUHQfeq","2981","1277","40847","53","25"
"1652728283723624451","Sun Apr 30 17:35:03 +0000 2023","Cheers to Love😘 https://t.co/10POQsjU5b","29057","11165","582738","4651","871"
"1651325086035484672","Wed Apr 26 20:39:15 +0000 2023","We keep fighting and working hard preparing for the next games!💪🏼 https://t.co/FboPDnNsTS","13318","5257","194070","541","157"
"1649716732578103296","Sat Apr 22 10:08:13 +0000 2023","RT @binance: You ask, @Cristiano Ronaldo answers.

This is your chance to hear Ronaldo answer your questions in an upcoming video.

If you…","1732","0","0","0","0"
"1649532319663890432","Fri Apr 21 21:55:26 +0000 2023","RT @AlNassrFC_EN: Eid Mubarak 🤩💛
 https://t.co/rzAl2IqFxw","9515","0","0","0","0"
"1649530069386141696","Fri Apr 21 21:46:29 +0000 2023","Focus in preparation for semi-final 💪🏽
#EidMubarak to all those celebrating today. https://t.co/tr4ql651zh","17273","4199","234276","626","234"
"1648251911907209216","Tue Apr 18 09:07:33 +0000 2023","Parabéns pelo teu primeiro ano de vida, meu amor. O papá ama-te muito!🎂♥️😘 https://t.co/FBHMAjiuYE","23915","8126","521623","1712","548"
"1647576452953513988","Sun Apr 16 12:23:31 +0000 2023","Yesterday’s rainy training session!🌨️⚽️😁 https://t.co/sKZn6xmWxX","17514","3770","283836","488","322"
"1647288051733856257","Sat Apr 15 17:17:31 +0000 2023","Feeling the scent of a perfume that refreshes your mind.
 
#CR7 #PLAYFECTIONISM #CR7FRAGRANCES  #FRAGRANCES #CR7ORIGINS https://t.co/7sQZVVyY14","14488","4097","236956","682","196"
"1646179620989857792","Wed Apr 12 15:53:00 +0000 2023","Proud to support the work of this great scholarship project!","4694","1502","66831","83","58"
"1646179272610988033","Wed Apr 12 15:51:37 +0000 2023","Very proud to have supported the Singapore Olympic Foundation Peter Lim Scholarship for the past 10 years.
They are doing fantastic work in youth development and creating opportunities for young people most in need. Let’s continue the good work. https://t.co/fiAB0anDSa","16229","3979","260879","496","199"
"1644611036446617601","Sat Apr 08 08:00:01 +0000 2023","What score will you get? 👀
Watch the full video on the @livescore YouTube channel 🎥

https://t.co/DbZqLCPcVv https://t.co/C42c5DZFA9","7090","2113","100872","164","107"
"1643383927896244226","Tue Apr 04 22:43:55 +0000 2023","Great team performance - we keep pushing forward 💪🏽 https://t.co/kF1hZHL7XY","29872","6223","353695","902","302"
"1642659572723662850","Sun Apr 02 22:45:35 +0000 2023","Great team spirit!⚽️👌🏽 https://t.co/UqGPFCUssJ","16839","3329","262201","309","132"
"1641936369944522754","Fri Mar 31 22:51:50 +0000 2023","Thank you to @AlNassrFC_EN and my team mates for celebrating with me this achievement of becoming the most capped men’s international player. Wishing a happy birthday also to @A_ghareeb29 🎉 https://t.co/dJfQhCHhfU","22711","4584","266513","580","284"
"1641745949729882112","Fri Mar 31 10:15:11 +0000 2023","Thanks to the over 1000 patients that trusted @Insparya_italy over the past 6 months!
Our mission is to help you fight alopecia with innovative technologies,such as the BotHair UltraPlus Insparya!
Stay tuned on Insparya Italy news following @Insparya_italy! https://t.co/E1MauQwluv","8368","1721","119974","124","135"
"1641377144696721409","Thu Mar 30 09:49:41 +0000 2023","Sleep has a huge impact on performance. That’s why I leave nothing up to chance. @therabody  #Theragun helps me fall asleep faster and wake up refreshed. #KeepMoving https://t.co/vrTH93UVu9","10143","2155","146631","206","257"
"1640745572796702721","Tue Mar 28 16:00:02 +0000 2023","Every time I score, @Livescore are there 📲

To never miss a goal, download the free app now 👀

https://t.co/4lzGWzFyYH https://t.co/bbg35L5bZv","8535","2510","116755","202","132"
"1640108079726428162","Sun Mar 26 21:46:52 +0000 2023","2 jogos, 2 vitórias! Objetivo cumprido. Feliz por ter contribuído para este início muito positivo da nossa seleção. Vamos!💪🏼🇵🇹 https://t.co/mLmlAVGFiU","23484","4734","275454","841","241"
"1639659997637345283","Sat Mar 25 16:06:21 +0000 2023","Winning team!🇵🇹💪🏽😅 https://t.co/zgcVNTHadQ","15261","3720","244409","332","161"
"1639041562553335809","Thu Mar 23 23:08:55 +0000 2023","Sensações tão boas por voltar a jogar e marcar pela nossa Seleção e num estádio especial para mim. Orgulhoso por ser o jogador mais internacional de sempre.🙌🏽🇵🇹 https://t.co/a6XcSEqLSE","27131","5996","289816","1206","301"
"1638649031114248194","Wed Mar 22 21:09:08 +0000 2023","Ramadan Mubarak to all Muslim!🙏🏽🙌🏽 https://t.co/D9QoB5eyjd","98129","24002","764986","8844","1877"
"1638287696798834689","Tue Mar 21 21:13:19 +0000 2023","Muito feliz por voltar à nossa seleção e poder representar novamente Portugal!🇵🇹🙌🏼 https://t.co/TuVSZ4D8as","14218","3287","179016","532","169"
"1637191419004702720","Sat Mar 18 20:37:06 +0000 2023","Great to get the win and so happy to score here in our stadium with our fans!💪🏼💛💙 https://t.co/kGJYsk4n5S","34691","8515","325311","1044","315"
"1635720191001624576","Tue Mar 14 19:10:58 +0000 2023","Good victory team! We move on to the semi-finals!💪🏼
💛💙 https://t.co/R0jRfJakeM","17518","5233","218342","339","103"
"1634559388370235392","Sat Mar 11 14:18:21 +0000 2023","Focus on the outcome not the obstacles! https://t.co/vPn0QpOLOJ","16952","4792","238954","616","344"
"1633939623528333317","Thu Mar 09 21:15:38 +0000 2023","Disappointed with the result, but we stay focused on our season and the games ahead.💪🏼
Thank you Al Nassr fans for your support, we know we can count on you!🙌🏼💛💙 https://t.co/9L61mC2Jfn","17227","8641","190207","743","211"
"1633201900496535552","Tue Mar 07 20:24:11 +0000 2023","🎯 https://t.co/Cm1xHZuOHo","17303","4266","264268","593","224"
"1632777219356459008","Mon Mar 06 16:16:39 +0000 2023","#Theragun has been a constant in my training. No matter where the game takes me, my @Therabody  recovery routine stays the same so I can #KeepMoving with intention and precision. https://t.co/gmalWq592z","7400","2119","103203","199","181"
"1632026758227664898","Sat Mar 04 14:34:35 +0000 2023","Happy to win the February Player of the month award for the Roshn Saudi League. Hopefully the 1st of many! Proud to be part of this team @AlNassrFC 💙💛 https://t.co/YbvHyKiS9n","23302","5583","261339","730","217"
"1631766944964571137","Fri Mar 03 21:22:11 +0000 2023","Always believe until the end!
Vamos!!💪🏼💛💙 https://t.co/LwRG1cff5r","23194","4975","262484","458","175"
"1630589321890746368","Tue Feb 28 15:22:43 +0000 2023","✈️😜 https://t.co/oWCeKh2QMl","28930","8837","484847","1502","387"
