x,y1,y2
1.75,-1.0,8.572527594031472e-16
1.76,-0.9980267284282716,-0.12533323356430268
1.77,-0.992114701314478,-0.24868988716485257
1.78,-0.9822872507286886,-0.3681245526846785
1.79,-0.9685831611286312,-0.4817536741017151
1.8,-0.9510565162951538,-0.5877852522924725
1.81,-0.9297764858882517,-0.6845471059286875
1.82,-0.9048270524660192,-0.77051324277579
1.83,-0.8763066800438635,-0.8443279255020154
1.84,-0.8443279255020152,-0.9048270524660195
1.85,-0.8090169943749477,-0.9510565162951533
1.86,-0.7705132427757886,-0.982287250728689
1.87,-0.7289686274214111,-0.9980267284282717
1.8800000000000001,-0.6845471059286885,-0.9980267284282716
1.8900000000000001,-0.6374239897486897,-0.9822872507286887
1.9000000000000001,-0.5877852522924735,-0.9510565162951539
1.9100000000000001,-0.5358267949789958,-0.9048270524660187
1.92,-0.4817536741017163,-0.8443279255020163
1.93,-0.42577929156507405,-0.7705132427757913
1.94,-0.3681245526846781,-0.6845471059286888
1.95,-0.3090169943749479,-0.5877852522924739
1.96,-0.2486898871648556,-0.4817536741017167
1.97,-0.1873813145857258,-0.3681245526846802
1.98,-0.125333233564304,-0.24868988716485435
1.99,-0.06279051952931351,-0.1253332335643045
2.0,-4.898587196589413e-16,-9.797174393178826e-16
2.0100000000000002,0.0627905195293143,0.1253332335643061
2.02,0.12533323356430304,0.24868988716485246
2.0300000000000002,0.18738131458572485,0.36812455268467836
2.04,0.24868988716485466,0.48175367410171505
2.05,0.30901699437494523,0.5877852522924695
2.06,0.36812455268467714,0.6845471059286874
2.07,0.42577929156507155,0.7705132427757877
2.08,0.48175367410171543,0.8443279255020153
2.09,0.535826794978995,0.9048270524660179
2.1,0.5877852522924727,0.9510565162951533
2.11,0.6374239897486891,0.9822872507286884
2.12,0.6845471059286891,0.9980267284282717
2.13,0.7289686274214104,0.9980267284282718
2.14,0.7705132427757891,0.9822872507286887
2.15,0.8090169943749471,0.9510565162951539
2.16,0.8443279255020155,0.9048270524660188
2.17,0.876306680043863,0.8443279255020164
2.18,0.9048270524660196,0.770513242775789
2.19,0.9297764858882513,0.684547105928689
2.2,0.951056516295154,0.5877852522924711
2.21,0.9685831611286309,0.4817536741017168
2.22,0.9822872507286888,0.368124552684677
2.23,0.9921147013144779,0.24868988716485446
2.24,0.9980267284282717,0.1253332335643011
2.25,1.0,1.102182119232618e-15
2.2600000000000002,0.9980267284282716,-0.12533323356430598
2.27,0.992114701314478,-0.24868988716485232
2.2800000000000002,0.9822872507286886,-0.36812455268467825
2.29,0.9685831611286312,-0.48175367410171493
2.3000000000000003,0.9510565162951532,-0.5877852522924751
2.31,0.9297764858882518,-0.6845471059286873
2.32,0.9048270524660201,-0.7705132427757876
2.33,0.8763066800438635,-0.8443279255020152
2.34,0.8443279255020162,-0.9048270524660178
2.35,0.8090169943749478,-0.9510565162951532
2.36,0.7705132427757898,-0.9822872507286883
2.37,0.7289686274214111,-0.9980267284282717
2.38,0.6845471059286898,-0.9980267284282718
2.39,0.6374239897486899,-0.9822872507286887
2.4,0.5877852522924736,-0.951056516295154
2.41,0.5358267949789959,-0.9048270524660188
2.42,0.48175367410171643,-0.8443279255020165
2.43,0.42577929156507255,-0.7705132427757891
2.44,0.3681245526846782,-0.684547105928689
2.45,0.3090169943749463,-0.5877852522924712
2.46,0.2486898871648557,-0.48175367410171693
2.47,0.18738131458572418,-0.3681245526846771
2.48,0.12533323356430415,-0.2486898871648546
2.49,0.06279051952931186,-0.12533323356430123
2.5,6.123233995736766e-16,-1.2246467991473533e-15
2.5100000000000002,-0.06279051952931418,0.12533323356430584
2.52,-0.12533323356430293,0.2486898871648522
2.5300000000000002,-0.1873813145857247,0.36812455268467814
2.54,-0.24868988716485452,0.4817536741017148
2.5500000000000003,-0.3090169943749485,0.587785252292475
2.56,-0.3681245526846787,0.6845471059286898
2.57,-0.42577929156506983,0.7705132427757853
2.58,-0.4817536741017153,0.8443279255020152
2.59,-0.5358267949789963,0.9048270524660192
2.6,-0.5877852522924726,0.9510565162951532
2.61,-0.637423989748689,0.9822872507286883
2.62,-0.6845471059286876,0.9980267284282713
2.63,-0.7289686274214103,0.9980267284282718
2.64,-0.7705132427757901,0.9822872507286882
2.65,-0.809016994374946,0.9510565162951551
2.66,-0.8443279255020155,0.9048270524660189
2.67,-0.8763066800438638,0.8443279255020146
2.68,-0.9048270524660196,0.7705132427757891
2.69,-0.9297764858882513,0.6845471059286891
2.7,-0.9510565162951534,0.5877852522924742
2.71,-0.9685831611286309,0.48175367410171704
2.72,-0.982287250728689,0.3681245526846739
2.73,-0.9921147013144777,0.24868988716485815
2.74,-0.9980267284282717,0.12533323356430134
2.75,-1.0,4.899825157862589e-15
2.7600000000000002,-0.9980267284282716,-0.12533323356430573
2.77,-0.9921147013144778,-0.24868988716485554
2.7800000000000002,-0.9822872507286887,-0.36812455268467803
2.79,-0.9685831611286312,-0.4817536741017147
2.8000000000000003,-0.9510565162951538,-0.587785252292472
2.81,-0.9297764858882518,-0.6845471059286872
2.82,-0.9048270524660201,-0.7705132427757875
2.83,-0.8763066800438645,-0.8443279255020132
2.84,-0.8443279255020162,-0.9048270524660177
2.85,-0.8090169943749468,-0.9510565162951542
2.86,-0.770513242775791,-0.9822872507286876
2.87,-0.7289686274214113,-0.9980267284282716
2.88,-0.6845471059286886,-0.9980267284282716
2.89,-0.63742398974869,-0.9822872507286888
2.9,-0.5877852522924737,-0.951056516295154
2.91,-0.5358267949789975,-0.9048270524660205
2.92,-0.48175367410171654,-0.8443279255020166
2.93,-0.42577929156507105,-0.770513242775787
2.94,-0.36812455268468,-0.6845471059286918
2.95,-0.3090169943749464,-0.5877852522924714
2.96,-0.2486898871648541,-0.48175367410171405
2.97,-0.1873813145857243,-0.3681245526846773
2.98,-0.12533323356430426,-0.24868988716485482
2.99,-0.06279051952931375,-0.12533323356430498
3.0,-7.347880794884119e-16,-1.4695761589768238e-15
3.0100000000000002,0.06279051952931583,0.12533323356430912
3.02,0.12533323356430282,0.248689887164852
3.0300000000000002,0.18738131458572635,0.3681245526846812
3.04,0.24868988716485269,0.4817536741017115
3.0500000000000003,0.3090169943749484,0.5877852522924748
3.06,0.3681245526846786,0.6845471059286896
3.0700000000000003,0.42577929156507294,0.7705132427757896
3.08,0.4817536741017152,0.8443279255020151
3.09,0.5358267949789963,0.9048270524660192
3.1,0.5877852522924725,0.9510565162951531
3.11,0.6374239897486889,0.9822872507286883
3.12,0.6845471059286876,0.9980267284282713
3.13,0.7289686274214102,0.9980267284282718
3.14,0.7705132427757901,0.9822872507286882
3.15,0.8090169943749459,0.9510565162951552
3.16,0.8443279255020154,0.904827052466019
3.17,0.8763066800438637,0.8443279255020147
3.18,0.9048270524660195,0.7705132427757894
3.19,0.9297764858882512,0.6845471059286893
3.2,0.9510565162951533,0.5877852522924744
3.21,0.9685831611286309,0.48175367410171727
3.22,0.982287250728689,0.36812455268467414
3.23,0.9921147013144777,0.24868988716485838
3.24,0.9980267284282717,0.1253332335643016
3.25,1.0,-1.9606728399089416e-15
3.2600000000000002,0.9980267284282716,-0.12533323356430548
3.27,0.9921147013144778,-0.2486898871648553
3.2800000000000002,0.9822872507286887,-0.3681245526846778
3.29,0.9685831611286312,-0.4817536741017145
3.3000000000000003,0.9510565162951539,-0.5877852522924718
3.31,0.9297764858882518,-0.684547105928687
3.3200000000000003,0.9048270524660187,-0.7705132427757918
3.33,0.8763066800438645,-0.8443279255020131
3.34,0.8443279255020163,-0.9048270524660176
3.35,0.8090169943749469,-0.9510565162951542
3.36,0.7705132427757911,-0.9822872507286876
3.37,0.7289686274214113,-0.9980267284282716
3.38,0.6845471059286887,-0.9980267284282716
3.39,0.6374239897486901,-0.9822872507286888
3.4,0.5877852522924738,-0.9510565162951541
3.41,0.5358267949789977,-0.9048270524660206
3.42,0.48175367410171666,-0.8443279255020167
3.43,0.42577929156507116,-0.7705132427757871
3.44,0.3681245526846801,-0.684547105928692
3.45,0.30901699437494656,-0.5877852522924716
3.46,0.24868988716485424,-0.48175367410171427
3.47,0.1873813145857244,-0.3681245526846776
3.48,0.1253332335643044,-0.24868988716485507
3.49,0.06279051952931387,-0.12533323356430523
3.5,8.572527594031472e-16,-1.7145055188062944e-15
3.5100000000000002,-0.0627905195293157,0.1253332335643089
3.52,-0.12533323356430268,0.24868988716485174
3.5300000000000002,-0.1873813145857262,0.368124552684681
3.54,-0.24868988716485257,0.48175367410171127
3.5500000000000003,-0.3090169943749483,0.5877852522924746
3.56,-0.3681245526846785,0.6845471059286894
3.5700000000000003,-0.4257792915650728,0.7705132427757895
3.58,-0.4817536741017151,0.8443279255020149
3.59,-0.5358267949789962,0.9048270524660191
3.6,-0.5877852522924725,0.951056516295153
3.61,-0.6374239897486887,0.9822872507286882
3.62,-0.6845471059286875,0.9980267284282713
3.63,-0.7289686274214102,0.9980267284282718
3.64,-0.77051324277579,0.9822872507286882
3.65,-0.8090169943749459,0.9510565162951552
3.66,-0.8443279255020154,0.9048270524660191
3.67,-0.8763066800438637,0.8443279255020149
3.68,-0.9048270524660195,0.7705132427757895
3.69,-0.9297764858882512,0.6845471059286894
3.7,-0.9510565162951533,0.5877852522924746
3.71,-0.9685831611286309,0.4817536741017175
3.72,-0.982287250728689,0.36812455268467437
3.73,-0.9921147013144775,0.24868988716485863
3.74,-0.9980267284282717,0.12533323356430184
3.75,-1.0,5.3896838775215305e-15
3.7600000000000002,-0.9980267284282716,-0.12533323356430523
3.77,-0.9921147013144778,-0.24868988716485507
3.7800000000000002,-0.9822872507286887,-0.3681245526846776
3.79,-0.9685831611286313,-0.48175367410171427
3.8000000000000003,-0.9510565162951539,-0.5877852522924716
3.81,-0.9297764858882519,-0.6845471059286867
3.8200000000000003,-0.9048270524660187,-0.7705132427757917
3.83,-0.8763066800438646,-0.844327925502013
3.84,-0.8443279255020163,-0.9048270524660175
3.85,-0.8090169943749469,-0.9510565162951541
3.86,-0.7705132427757913,-0.9822872507286875
3.87,-0.7289686274214114,-0.9980267284282716
3.88,-0.6845471059286888,-0.9980267284282716
3.89,-0.6374239897486902,-0.9822872507286889
3.9,-0.5877852522924739,-0.9510565162951542
3.91,-0.5358267949789978,-0.9048270524660207
3.92,-0.4817536741017167,-0.8443279255020169
3.93,-0.42577929156507127,-0.7705132427757873
3.94,-0.3681245526846802,-0.6845471059286922
3.95,-0.3090169943749467,-0.5877852522924718
3.96,-0.24868988716485435,-0.4817536741017145
3.97,-0.18738131458572455,-0.3681245526846778
3.98,-0.1253332335643045,-0.2486898871648553
3.99,-0.062790519529314,-0.12533323356430548
4.0,-9.797174393178826e-16,-1.959434878635765e-15
4.01,0.06279051952931204,0.1253332335643016
4.0200000000000005,0.1253332335643061,0.24868988716485838
4.03,0.1873813145857261,0.36812455268468075
4.04,0.24868988716485246,0.48175367410171105
4.05,0.3090169943749448,0.5877852522924687
4.0600000000000005,0.36812455268467836,0.6845471059286893
4.07,0.4257792915650727,0.7705132427757894
4.08,0.48175367410171505,0.8443279255020147
4.09,0.5358267949789961,0.904827052466019
4.1,0.5877852522924695,0.9510565162951508
4.11,0.6374239897486914,0.9822872507286895
4.12,0.6845471059286874,0.9980267284282713
4.13,0.7289686274214101,0.9980267284282718
4.14,0.7705132427757877,0.9822872507286896
4.15,0.8090169943749479,0.9510565162951531
4.16,0.8443279255020153,0.9048270524660192
4.17,0.8763066800438636,0.8443279255020151
4.18,0.9048270524660179,0.7705132427757941
4.19,0.9297764858882525,0.6845471059286845
4.2,0.9510565162951533,0.5877852522924748
4.21,0.9685831611286307,0.4817536741017177
4.22,0.9822872507286884,0.3681245526846812
4.23,0.992114701314478,0.24868988716485196
4.24,0.9980267284282717,0.12533323356430207
4.25,1.0,-1.4708141202500005e-15
4.26,0.9980267284282718,-0.12533323356429796
4.2700000000000005,0.9921147013144774,-0.2486898871648617
4.28,0.9822872507286887,-0.3681245526846773
4.29,0.9685831611286313,-0.48175367410171405
4.3,0.9510565162951539,-0.5877852522924714
4.3100000000000005,0.9297764858882506,-0.6845471059286918
4.32,0.9048270524660188,-0.7705132427757915
4.33,0.8763066800438646,-0.8443279255020129
4.34,0.8443279255020164,-0.9048270524660175
4.3500000000000005,0.809016994374947,-0.951056516295154
4.36,0.770513242775789,-0.9822872507286888
4.37,0.7289686274214116,-0.9980267284282716
4.38,0.684547105928689,-0.9980267284282716
4.39,0.637423989748693,-0.9822872507286903
4.4,0.5877852522924711,-0.9510565162951521
4.41,0.5358267949789979,-0.9048270524660208
4.42,0.4817536741017168,-0.844327925502017
4.43,0.4257792915650746,-0.7705132427757919
4.44,0.368124552684677,-0.6845471059286872
4.45,0.3090169943749468,-0.587785252292472
4.46,0.24868988716485446,-0.4817536741017147
4.47,0.18738131458572815,-0.36812455268468464
4.48,0.1253332335643011,-0.24868988716484866
4.49,0.06279051952931412,-0.12533323356430573
4.5,1.102182119232618e-15,-2.204364238465236e-15
4.51,-0.06279051952931192,0.12533323356430134
4.5200000000000005,-0.12533323356430598,0.24868988716485815
4.53,-0.187381314585726,0.36812455268468053
4.54,-0.24868988716485232,0.4817536741017108
4.55,-0.3090169943749447,0.5877852522924685
4.5600000000000005,-0.36812455268467825,0.6845471059286891
4.57,-0.4257792915650726,0.7705132427757891
4.58,-0.48175367410171493,0.8443279255020146
4.59,-0.535826794978996,0.9048270524660189
4.6000000000000005,-0.5877852522924751,0.9510565162951551
4.61,-0.6374239897486913,0.9822872507286895
4.62,-0.6845471059286873,0.9980267284282713
4.63,-0.72896862742141,0.9980267284282719
4.64,-0.7705132427757876,0.9822872507286896
4.65,-0.8090169943749478,0.9510565162951532
4.66,-0.8443279255020152,0.9048270524660192
4.67,-0.8763066800438636,0.8443279255020152
4.68,-0.9048270524660178,0.7705132427757944
4.69,-0.9297764858882525,0.6845471059286846
4.7,-0.9510565162951532,0.587785252292475
4.71,-0.9685831611286307,0.48175367410171793
4.72,-0.9822872507286883,0.3681245526846814
4.73,-0.992114701314478,0.2486898871648522
4.74,-0.9980267284282717,0.12533323356430232
4.75,-1.0,5.879542597180472e-15
4.76,-0.9980267284282718,-0.1253332335642977
4.7700000000000005,-0.9921147013144774,-0.24868988716486148
4.78,-0.9822872507286887,-0.3681245526846771
4.79,-0.9685831611286313,-0.4817536741017138
4.8,-0.951056516295154,-0.5877852522924712
4.8100000000000005,-0.9297764858882507,-0.6845471059286916
4.82,-0.9048270524660188,-0.7705132427757914
4.83,-0.8763066800438647,-0.8443279255020126
4.84,-0.8443279255020165,-0.9048270524660174
4.8500000000000005,-0.8090169943749471,-0.951056516295154
4.86,-0.7705132427757891,-0.9822872507286887
4.87,-0.7289686274214117,-0.9980267284282716
4.88,-0.684547105928689,-0.9980267284282717
4.89,-0.6374239897486931,-0.9822872507286903
4.9,-0.5877852522924712,-0.9510565162951521
4.91,-0.5358267949789979,-0.9048270524660209
4.92,-0.48175367410171693,-0.8443279255020172
4.93,-0.4257792915650747,-0.7705132427757921
4.94,-0.3681245526846771,-0.6845471059286873
4.95,-0.3090169943749469,-0.5877852522924722
4.96,-0.2486898871648546,-0.48175367410171493
4.97,-0.18738131458572826,-0.36812455268468486
4.98,-0.12533323356430123,-0.24868988716484888
4.99,-0.06279051952931425,-0.12533323356430598
5.0,-1.2246467991473533e-15,-2.4492935982947065e-15
5.01,0.06279051952931179,0.1253332335643011
5.0200000000000005,0.12533323356430584,0.2486898871648579
5.03,0.18738131458572585,0.3681245526846803
5.04,0.2486898871648522,0.4817536741017106
5.05,0.30901699437494456,0.5877852522924683
5.0600000000000005,0.36812455268467814,0.684547105928689
5.07,0.4257792915650725,0.770513242775789
5.08,0.4817536741017148,0.8443279255020145
5.09,0.5358267949789959,0.9048270524660188
5.1000000000000005,0.587785252292475,0.951056516295155
5.11,0.6374239897486885,0.982287250728688
5.12,0.6845471059286898,0.9980267284282718
5.13,0.72896862742141,0.9980267284282719
5.14,0.7705132427757853,0.982287250728691
5.15,0.8090169943749498,0.9510565162951511
5.16,0.8443279255020152,0.9048270524660194
5.17,0.8763066800438618,0.8443279255020191
5.18,0.9048270524660192,0.7705132427757899
5.19,0.9297764858882523,0.6845471059286848
5.2,0.9510565162951532,0.5877852522924751
5.21,0.9685831611286316,0.4817536741017119
5.22,0.9822872507286883,0.36812455268468164
5.23,0.992114701314478,0.24868988716485246
5.24,0.9980267284282713,0.12533323356430962
5.25,1.0,-9.809554005910593e-16
5.26,0.9980267284282718,-0.12533323356429746
5.2700000000000005,0.9921147013144779,-0.24868988716485435
5.28,0.9822872507286882,-0.36812455268468347
5.29,0.9685831611286314,-0.4817536741017136
5.3,0.9510565162951551,-0.5877852522924653
5.3100000000000005,0.929776485888252,-0.6845471059286863
5.32,0.9048270524660189,-0.7705132427757913
5.33,0.8763066800438647,-0.8443279255020125
5.34,0.8443279255020146,-0.9048270524660202
5.3500000000000005,0.809016994374945,-0.9510565162951561
5.36,0.7705132427757891,-0.9822872507286887
5.37,0.7289686274214141,-0.9980267284282711
5.38,0.6845471059286891,-0.9980267284282717
5.39,0.6374239897486932,-0.9822872507286904
5.4,0.5877852522924742,-0.9510565162951544
5.41,0.535826794978995,-0.9048270524660179
5.42,0.48175367410171704,-0.8443279255020173
5.43,0.42577929156507804,-0.7705132427757968
5.44,0.3681245526846739,-0.6845471059286823
5.45,0.309016994374947,-0.5877852522924725
5.46,0.24868988716485815,-0.4817536741017214
5.47,0.1873813145857249,-0.3681245526846785
5.48,0.12533323356430134,-0.24868988716484913
5.49,0.06279051952931436,-0.1253332335643062
5.5,4.899825157862589e-15,-9.799650315725178e-15
5.51,-0.06279051952931168,0.12533323356430087
5.5200000000000005,-0.12533323356430573,0.24868988716485768
5.53,-0.18738131458572224,0.3681245526846735
5.54,-0.24868988716485554,0.48175367410171666
5.55,-0.30901699437494445,0.587785252292468
5.5600000000000005,-0.36812455268467803,0.6845471059286887
5.57,-0.4257792915650756,0.7705132427757934
5.58,-0.4817536741017147,0.8443279255020144
5.59,-0.5358267949789928,0.9048270524660157
5.6000000000000005,-0.587785252292472,0.9510565162951528
5.61,-0.6374239897486911,0.9822872507286894
5.62,-0.6845471059286872,0.9980267284282713
5.63,-0.7289686274214123,0.9980267284282714
5.64,-0.7705132427757875,0.9822872507286897
5.65,-0.8090169943749477,0.9510565162951533
5.66,-0.8443279255020132,0.9048270524660226
5.67,-0.8763066800438635,0.8443279255020154
5.68,-0.9048270524660177,0.7705132427757946
5.69,-0.929776485888251,0.6845471059286902
5.7,-0.9510565162951542,0.5877852522924696
5.71,-0.9685831611286306,0.4817536741017183
5.72,-0.9822872507286876,0.36812455268468847
5.73,-0.9921147013144784,0.2486898871648458
5.74,-0.9980267284282716,0.12533323356430282
5.75,-1.0,6.369401316839413e-15
5.76,-0.9980267284282716,-0.12533323356430426
5.7700000000000005,-0.9921147013144774,-0.24868988716486098
5.78,-0.9822872507286888,-0.36812455268467664
5.79,-0.9685831611286323,-0.48175367410170716
5.8,-0.951056516295154,-0.5877852522924708
5.8100000000000005,-0.9297764858882508,-0.6845471059286913
5.82,-0.9048270524660205,-0.7705132427757865
5.83,-0.8763066800438631,-0.8443279255020162
5.84,-0.8443279255020166,-0.9048270524660171
5.8500000000000005,-0.8090169943749472,-0.9510565162951538
5.86,-0.770513242775787,-0.98228725072869
5.87,-0.7289686274214118,-0.9980267284282716
5.88,-0.6845471059286918,-0.9980267284282721
5.89,-0.6374239897486905,-0.982287250728689
5.9,-0.5877852522924714,-0.9510565162951523
5.91,-0.5358267949789981,-0.904827052466021
5.92,-0.48175367410171405,-0.8443279255020136
5.93,-0.42577929156507494,-0.7705132427757925
5.94,-0.3681245526846773,-0.6845471059286876
