date,oil,coal
2013-08-18,114.69,8023.773044409843
2013-08-19,123.06,8082.962635029264
2013-08-20,123.01,8024.647224787747
2013-08-21,124.91,8060.160960977344
2013-08-22,123.5,8018.9265456348485
2013-08-23,122.0,7966.5569304070605
2013-08-24,121.39,7930.831736941474
2013-08-25,122.99,7932.835375615125
2013-08-26,122.75,7862.87472416062
2013-08-27,127.24,7879.9894967328555
2013-08-28,127.32,7875.169254196788
2013-08-29,123.7,7890.268250912523
2013-08-30,135.75,7872.664589705521
2013-08-31,140.89,7742.934285978877
2013-09-01,145.81,7754.616224392849
2013-09-02,146.5,7798.798128272141
2013-09-03,138.34,7750.32023594533
2013-09-04,144.5,7770.56138569655
2013-09-05,131.44,7686.807234566245
2013-09-06,127.34,7759.929728169278
2013-09-07,125.94,7739.8848541010275
2013-09-08,124.72,7640.684630707774
2013-09-09,129.06,7654.2082779474995
2013-09-10,129.74,7650.022348320543
2013-09-11,137.83,7657.822094728927
2013-09-12,136.08,7639.725252971792
2013-09-13,137.58,7523.463396863862
2013-09-14,135.85,7523.7141937077495
2013-09-15,131.44,7532.605703820692
2013-09-16,132.72,7529.23268979779
2013-09-17,132.76,7537.36933376031
2013-09-18,133.2,7526.240558788704
2013-09-19,131.77,7406.609410767619
2013-09-20,135.62,7461.217327797127
2013-09-21,128.61,7457.385989684109
2013-09-22,133.94,7414.070922494974
2013-09-23,132.72,7445.56456394548
2013-09-24,127.46,7369.571138065284
2013-09-25,129.69,7392.775816288064
2013-09-26,134.93,7378.212643284865
2013-09-27,134.74,7375.013232085914
2013-09-28,135.63,7364.865077541934
2013-09-29,140.61,7298.63776608408
2013-09-30,138.35,7309.06134321944
2013-10-01,134.63,7359.410633727716
2013-10-02,133.59,7370.379188468262
2013-10-03,123.63,7307.679195524232
2013-10-04,130.09,7325.108084347227
2013-10-05,130.44,7284.850006272725
2013-10-06,129.66,7267.4260359729315
2013-10-07,130.27,7258.188018349031
2013-10-08,127.47,7245.4390237301295
2013-10-09,131.75,7226.072352392614
2013-10-10,131.5,7172.143935619781
2013-10-11,131.81,7202.806741696506
2013-10-12,135.66,7183.782566325422
2013-10-13,138.66,7161.304582334899
2013-10-14,144.12,7055.536917217555
2013-10-15,145.39,7087.287626640458
2013-10-16,152.23,7058.1499137365845
2013-10-17,147.42,7045.835982348345
2013-10-18,155.96,7050.933529087734
2013-10-19,177.48,7029.524017985221
2013-10-20,174.91,6984.116257589435
2013-10-21,184.82,6948.593571921719
2013-10-22,196.27,6980.687665218351
2013-10-23,213.62,7000.747347522537
2013-10-24,217.42,6944.536374933236
2013-10-25,198.87,6959.639872796069
2013-10-26,188.41,6934.727014130581
2013-10-27,196.44,6925.171452549045
2013-10-28,198.62,6908.500177271487
2013-10-29,204.79,6850.783120291875
2013-10-30,209.16,6841.878356664172
2013-10-31,205.18,6799.902063890055
2013-11-01,206.65,6831.066991627368
2013-11-02,207.76,6837.323423911124
2013-11-03,215.05,6804.847047177352
2013-11-04,231.01,6781.872233142135
2013-11-05,250.66,6757.887160293609
2013-11-06,263.0,6777.829756211155
2013-11-07,304.17,6717.836173646902
2013-11-08,338.66,6755.844754051358
2013-11-09,370.82,6756.085097297596
2013-11-10,350.7,6771.056813372679
2013-11-11,351.27,6713.280467322195
2013-11-12,362.81,6741.792332689818
2013-11-13,414.05,6714.904267633965
2013-11-14,425.9,6723.604516083325
2013-11-15,437.89,6668.961523999151
2013-11-16,450.26,6714.734446110402
2013-11-17,500.58,6692.587325704004
2013-11-18,703.78,6718.042220088356
2013-11-19,806.11,6615.526772523295
2013-11-20,599.65,6707.8046648594245
2013-11-21,733.4,6645.922415550312
2013-11-22,780.85,6602.81852047289
2013-11-23,844.97,6623.228356792491
2013-11-24,807.36,6652.567963631299
2013-11-25,810.68,6611.462740250626
2013-11-26,928.54,6632.575644022949
2013-11-27,1001.96,6593.032261893972
2013-11-28,1077.56,6553.790889726525
2013-11-29,1146.97,6586.792371850596
2013-11-30,1156.14,6603.359514603371
2013-12-01,1133.08,6604.786297602282
2013-12-02,1055.42,6565.451160726232
2013-12-03,1096.0,6548.247059614192
2013-12-04,1156.12,6594.451171628261
2013-12-05,1154.36,6557.705590126308
2013-12-06,1042.38,6560.55251534578
2013-12-07,854.64,6557.990868513686
2013-12-08,802.51,6523.193627618719
2013-12-09,921.93,6564.766380491891
2013-12-10,997.23,6555.578120172897
2013-12-11,1001.58,6515.512383494831
2013-12-12,901.94,6536.754272006222
2013-12-13,941.79,6574.739414607638
2013-12-14,904.65,6495.904371238938
2013-12-15,886.16,6500.427732851381
2013-12-16,882.25,6468.362474649811
2013-12-17,754.83,6448.108170806011
2013-12-18,679.32,6509.284237330935
2013-12-19,707.23,6417.704618804113
2013-12-20,729.16,6408.076505870975
2013-12-21,654.27,6392.794291451441
2013-12-22,666.74,6437.1198260969295
2013-12-23,680.91,6462.763397202242
2013-12-24,684.39,6385.583912064748
2013-12-25,682.7,6336.759854649687
2013-12-26,777.75,6320.3136644806345
2013-12-27,777.51,6285.732308465547
2013-12-28,747.06,6289.8840142407225
2013-12-29,748.61,6256.069533850544
2013-12-30,766.6,6281.34184781311
2013-12-31,760.58,6287.516965540572
2014-01-01,775.35,6269.287743597896
2014-01-02,820.31,6265.736736537711
2014-01-03,834.15,6239.027461586639
2014-01-04,859.51,6235.460077827368
2014-01-05,952.4,6230.289572376647
2014-01-06,1017.12,6161.053864624876
2014-01-07,965.74,6118.30475130008
2014-01-08,870.68,6138.939123519739
2014-01-09,864.36,6091.685687959141
2014-01-10,871.19,6058.775497304983
2014-01-11,921.48,6096.574958456251
2014-01-12,928.52,6108.071739487007
2014-01-13,861.29,6091.218818045132
2014-01-14,855.69,6053.6764749887425
2014-01-15,872.81,5980.93171924124
2014-01-16,866.16,6038.504295166803
2014-01-17,842.91,5991.374580513135
2014-01-18,841.49,5996.408358923423
2014-01-19,870.96,5928.728205326275
2014-01-20,886.39,5994.163793787606
2014-01-21,881.2,6012.23442386399
2014-01-22,870.15,6012.481335067015
2014-01-23,851.57,6008.173037617614
2014-01-24,822.43,6003.934850644934
2014-01-25,861.45,5956.216222964287
2014-01-26,897.02,5997.341368481546
2014-01-27,893.0,5964.497184697777
2014-01-28,832.5,5952.230380495574
2014-01-29,836.87,5942.746147311509
2014-01-30,830.5,5872.788226875765
2014-01-31,831.87,5930.3241562691965
2014-02-01,853.52,5889.63760962406
2014-02-02,844.72,5919.068982135686
2014-02-03,826.48,5901.325483952346
2014-02-04,840.17,5932.187898815374
2014-02-05,837.32,5924.99271963238
2014-02-06,819.81,5915.080107585779
2014-02-07,783.2,5910.466853321336
2014-02-08,721.82,5889.555500399806
2014-02-09,712.27,5872.280664202345
2014-02-10,703.71,5841.917459191852
2014-02-11,712.46,5853.514407402751
2014-02-12,672.9,5817.697564976907
2014-02-13,657.99,5791.000570683199
2014-02-14,691.72,5831.04969230012
2014-02-15,661.84,5855.317836096175
2014-02-16,665.1,5797.525732072035
2014-02-17,656.95,5832.046483781824
2014-02-18,645.76,5796.669632420386
2014-02-19,631.77,5818.282362240765
2014-02-20,627.73,5791.548165289285
2014-02-21,582.96,5743.774400186203
2014-02-22,614.48,5753.288540407466
2014-02-23,639.91,5767.509218977726
2014-02-24,607.61,5738.566242387478
2014-02-25,541.38,5754.475882687156
2014-02-26,603.8,5682.2798300110635
2014-02-27,594.05,5688.136601972782
2014-02-28,584.14,5734.439144088034
2014-03-01,573.38,5677.500659089384
2014-03-02,570.48,5692.003992429041
2014-03-03,702.91,5643.9105425401485
2014-03-04,696.22,5708.696085070588
2014-03-05,674.28,5597.269088553018
2014-03-06,669.77,5590.623599790036
2014-03-07,665.34,5584.778013233082
2014-03-08,635.14,5574.435044977364
2014-03-09,643.95,5593.259617407126
2014-03-10,644.76,5616.907391721297
2014-03-11,638.42,5534.830501825049
2014-03-12,648.03,5574.317491435036
2014-03-13,644.2,5543.4905906534805
2014-03-14,639.53,5528.8451471263315
2014-03-15,639.14,5532.520518530676
2014-03-16,637.52,5555.36528726123
2014-03-17,632.68,5479.556512653366
2014-03-18,622.39,5510.364439630676
2014-03-19,622.0,5489.8404002476145
2014-03-20,609.75,5541.6919972951255
2014-03-21,604.59,5494.2692636956845
2014-03-22,572.55,5459.319535950649
2014-03-23,570.24,5422.3314080002965
2014-03-24,586.56,5519.817840055257
2014-03-25,585.44,5457.221409711324
2014-03-26,590.03,5506.3581437264875
2014-03-27,580.56,5411.375103904584
2014-03-28,526.02,5403.5974601296475
2014-03-29,504.86,5394.761405833412
2014-03-30,492.37,5409.716400522687
2014-03-31,483.02,5414.800928711309
2014-04-01,495.34,5357.793564267452
2014-04-02,495.05,5419.5555459303605
2014-04-03,449.56,5430.6264126340075
2014-04-04,454.65,5351.041167044432
2014-04-05,463.57,5344.109883417476
2014-04-06,466.32,5382.8800903493
2014-04-07,462.56,5417.743470886844
2014-04-08,457.42,5342.739269781275
2014-04-09,455.73,5387.34729616988
2014-04-10,443.37,5364.725622270786
2014-04-11,429.77,5354.321535995025
2014-04-12,439.61,5322.4906842022365
2014-04-13,427.4,5392.309447662926
2014-04-14,469.75,5314.865651442955
2014-04-15,519.0,5330.112724960926
2014-04-16,542.38,5326.6475435473385
2014-04-17,533.52,5316.184462478188
2014-04-18,498.6,5285.029382218109
2014-04-19,503.56,5310.493646786385
2014-04-20,510.87,5295.473498776424
2014-04-21,510.57,5294.189147472192
2014-04-22,503.22,5235.505268641554
2014-04-23,493.25,5233.960955858972
2014-04-24,500.46,5235.331694717442
2014-04-25,500.3,5223.555171829959
2014-04-26,464.54,5244.892470976086
2014-04-27,459.33,5241.682521977446
2014-04-28,447.53,5117.743076490194
2014-04-29,451.64,5221.763963763378
2014-04-30,451.1,5177.713366311453
2014-05-01,460.61,5186.4566743695195
2014-05-02,457.93,5175.010049707846
2014-05-03,449.4,5141.4171288528905
2014-05-04,439.77,5169.408294263377
2014-05-05,440.97,5138.52744062763
2014-05-06,448.04,5148.163940519698
2014-05-07,446.13,5134.851816357551
2014-05-08,448.4,5142.62252250211
2014-05-09,452.69,5112.537959375377
2014-05-10,455.77,5138.768368086396
2014-05-11,455.34,5103.4161674792285
2014-05-12,442.26,5122.649265679754
2014-05-13,441.98,5136.418158794852
2014-05-14,446.66,5108.566033892298
2014-05-15,449.8,5029.552053226222
2014-05-16,450.66,5107.002939883057
2014-05-17,451.98,5113.994651507554
2014-05-18,449.77,5080.934960143988
2014-05-19,447.56,5044.512798624212
2014-05-20,491.44,5100.379995390062
2014-05-21,494.37,5076.342785577544
2014-05-22,525.36,5057.242065661969
2014-05-23,541.96,5035.060997063847
2014-05-24,525.17,5053.9518282252975
2014-05-25,576.48,5005.402397102649
2014-05-26,588.39,5033.981669782314
2014-05-27,589.52,4992.08864837376
2014-05-28,578.62,5028.3445147789735
2014-05-29,577.1,4993.68963590274
2014-05-30,618.46,4973.488649233022
2014-05-31,624.72,4973.010686653437
2014-06-01,671.51,5013.528705572574
2014-06-02,665.5,4991.0589308613235
2014-06-03,674.11,4948.738513297086
2014-06-04,668.56,4984.533162299139
2014-06-05,663.53,4895.876577344228
2014-06-06,661.37,4957.025748247328
2014-06-07,656.94,4926.520509340372
2014-06-08,658.88,4919.099400955486
2014-06-09,657.7,4922.5581301922975
2014-06-10,659.62,4869.935046238029
2014-06-11,657.04,4937.5950066621335
2014-06-12,638.11,4919.889767318173
2014-06-13,615.14,4874.408833432685
2014-06-14,601.27,4919.534551505741
2014-06-15,592.94,4837.405792344773
2014-06-16,608.72,4870.271045573895
2014-06-17,610.89,4839.655999188128
2014-06-18,615.88,4779.880454874125
2014-06-19,612.24,4834.982670134419
2014-06-20,599.75,4780.861413517948
2014-06-21,599.46,4811.5174452865795
2014-06-22,606.0,4855.1289827388555
2014-06-23,603.21,4791.274272280709
2014-06-24,596.97,4772.961646963437
2014-06-25,583.6,4761.835854338043
2014-06-26,581.63,4815.066485776322
2014-06-27,600.12,4731.839382830454
2014-06-28,604.47,4738.6023501913205
2014-06-29,604.08,4772.0113498127
2014-06-30,645.15,4724.735450813871
2014-07-01,657.86,4719.675127246961
2014-07-02,656.68,4706.456507566008
2014-07-03,650.77,4705.524521424332
2014-07-04,648.43,4679.017316475855
2014-07-05,633.22,4689.513558369533
2014-07-06,638.65,4683.104352790281
2014-07-07,637.16,4629.308551030578
2014-07-08,626.7,4671.979085674852
2014-07-09,627.0,4667.122622354328
2014-07-10,626.12,4668.532035922513
2014-07-11,632.09,4631.615189077092
2014-07-12,636.66,4711.356416046315
2014-07-13,634.73,4645.688019202815
2014-07-14,627.34,4627.746033015535
2014-07-15,625.14,4626.377835104078
2014-07-16,623.09,4579.394361655158
2014-07-17,626.29,4582.706022228395
2014-07-18,629.21,4553.218219225731
2014-07-19,629.17,4576.285763210679
2014-07-20,628.56,4618.7879984434485
2014-07-21,624.09,4561.5335026106695
2014-07-22,624.3,4576.015146390176
2014-07-23,624.43,4535.952723094882
2014-07-24,620.43,4562.7767697253885
2014-07-25,607.07,4547.955197324535
2014-07-26,602.09,4492.8485498371165
2014-07-27,598.94,4465.5309336500695
2014-07-28,594.57,4459.264211166826
2014-07-29,588.38,4473.9666971425695
2014-07-30,585.12,4486.22023899036
2014-07-31,586.24,4491.668062029988
2014-08-01,597.92,4417.884668024706
2014-08-02,594.91,4419.555037093588
2014-08-03,589.15,4464.378292592416
2014-08-04,591.95,4424.609879381896
2014-08-05,589.87,4365.485348460993
2014-08-06,587.49,4331.192418230254
2014-08-07,591.1,4404.734084314903
2014-08-08,598.12,4357.274452043273
2014-08-09,592.47,4376.807207443668
2014-08-10,594.46,4354.206209361205
2014-08-11,591.51,4338.642190625074
2014-08-12,576.95,4387.028559024122
2014-08-13,573.03,4329.358328041614
2014-08-14,546.24,4330.590905867846
2014-08-15,518.18,4362.901278079795
2014-08-16,521.48,4325.122351874724
2014-08-17,520.19,4336.487703350023
2014-08-18,499.37,4267.206623955196
2014-08-19,485.71,4326.245348878967
2014-08-20,518.28,4303.411187568662
2014-08-21,531.9,4292.600164038916
2014-08-22,521.48,4312.952966623618
2014-08-23,514.3,4316.648724025767
2014-08-24,512.89,4265.217166657798
2014-08-25,508.22,4252.215844359149
2014-08-26,512.69,4251.846421751822
2014-08-27,520.71,4301.387844199135
2014-08-28,516.16,4188.849576418547
2014-08-29,511.69,4244.977181170948
2014-08-30,509.31,4246.760659496181
2014-08-31,504.88,4213.293329000432
2014-09-01,485.31,4266.988358707788
2014-09-02,482.99,4286.741064223629
2014-09-03,481.71,4186.001100982825
2014-09-04,493.93,4246.563220993254
2014-09-05,490.64,4225.36175165016
2014-09-06,488.6,4272.331495369093
2014-09-07,488.07,4208.211802396811
2014-09-08,489.83,4158.464225486366
2014-09-09,477.38,4193.702123004892
2014-09-10,487.47,4222.539533762937
2014-09-11,482.35,4168.142775955929
2014-09-12,479.63,4097.130395459611
2014-09-13,482.12,4096.387458074296
2014-09-14,479.85,4151.121971959006
2014-09-15,478.62,4144.624409656002
2014-09-16,475.64,4115.577364554226
2014-09-17,468.17,4174.5630316738825
2014-09-18,456.86,4122.562951504035
2014-09-19,427.83,4131.119782514014
2014-09-20,423.3,4110.553624548879
2014-09-21,412.43,4127.145957108873
2014-09-22,406.92,4097.840775051419
2014-09-23,441.56,4069.091056082326
2014-09-24,436.11,4083.5609957158927
2014-09-25,423.52,4046.683056257202
2014-09-26,414.94,4093.1999320548284
2014-09-27,406.62,4047.95896001798
2014-09-28,401.02,4021.213691592925
2014-09-29,385.21,4047.514403074083
2014-09-30,390.98,4034.894072166392
2014-10-01,391.38,4068.3571581930114
2014-10-02,385.5,4062.9171098395855
2014-10-03,377.69,4031.306111328621
2014-10-04,364.49,4019.1181073553653
2014-10-05,341.8,4064.5055808830334
2014-10-06,345.13,4043.367379896705
2014-10-07,339.25,4037.463992984574
2014-10-08,354.36,3964.8212849187357
2014-10-09,382.73,3992.1209163296917
2014-10-10,375.07,3941.3375539344797
2014-10-11,367.19,4000.5722894436653
2014-10-12,379.43,3929.672519528978
2014-10-13,397.23,3983.7167750358494
2014-10-14,411.7,3981.4992646201263
2014-10-15,402.23,3926.5832113448996
2014-10-16,398.81,3926.1683351013517
2014-10-17,385.48,3837.661411635372
2014-10-18,395.16,3898.2671948393404
2014-10-19,393.94,3893.876796847252
2014-10-20,390.08,3823.884357165608
2014-10-21,392.65,3864.4599792398226
2014-10-22,388.58,3837.444555398193
2014-10-23,385.05,3827.5127894614125
2014-10-24,364.35,3858.554225247416
2014-10-25,359.86,3800.07030171281
2014-10-26,359.22,3767.7028723210333
2014-10-27,358.63,3789.0091544478514
2014-10-28,359.98,3811.897406163472
2014-10-29,357.83,3769.7416525115705
2014-10-30,350.91,3770.4645902449042
2014-10-31,348.05,3795.1630122976617
2014-11-01,340.53,3816.397898237085
2014-11-02,329.05,3812.5267124706966
2014-11-03,334.0,3812.0631018079202
2014-11-04,331.77,3713.6821668807593
2014-11-05,343.37,3749.692523786808
2014-11-06,352.97,3782.2460570604994
2014-11-07,352.73,3763.1167243443806
2014-11-08,347.03,3793.9522763843615
2014-11-09,363.63,3759.517792466891
2014-11-10,374.82,3788.596675672448
2014-11-11,371.31,3819.422563695649
2014-11-12,429.72,3763.9109037573508
2014-11-13,457.09,3750.8653952307004
2014-11-14,419.25,3770.695569428135
2014-11-15,405.53,3730.0461010387285
2014-11-16,390.8,3727.139976999231
2014-11-17,410.2,3736.552757692468
2014-11-18,392.4,3702.0837591794875
2014-11-19,386.48,3741.5663064315972
2014-11-20,382.02,3723.8791643178647
2014-11-21,357.88,3694.406981017699
2014-11-22,364.84,3695.477184460631
2014-11-23,370.85,3676.3062302462286
2014-11-24,387.21,3671.5147286792853
2014-11-25,394.7,3636.009024503623
2014-11-26,377.7,3584.469998795368
2014-11-27,373.99,3688.4813448976242
2014-11-28,382.84,3663.2775709947095
2014-11-29,387.6,3676.6093798554493
2014-11-30,382.53,3639.618522656086
2014-12-01,383.66,3622.979870214924
2014-12-02,384.04,3650.4720248908243
2014-12-03,383.03,3597.2046548106555
2014-12-04,378.65,3606.299021090506
2014-12-05,379.19,3585.736874566554
2014-12-06,378.45,3550.298404670061
2014-12-07,376.29,3588.8931578201245
2014-12-08,376.03,3537.8079481128857
2014-12-09,363.07,3571.4448285851645
2014-12-10,352.38,3538.167092448306
2014-12-11,361.36,3515.4214076199087
2014-12-12,352.98,3535.854462722131
2014-12-13,352.38,3546.6047152129117
2014-12-14,353.32,3547.21816959196
2014-12-15,351.81,3540.6066108040773
2014-12-16,345.86,3530.640808522889
2014-12-17,333.95,3447.3822267605674
2014-12-18,323.71,3529.0579864354554
2014-12-19,318.53,3491.1604765230604
2014-12-20,330.32,3459.7535319095155
2014-12-21,329.63,3508.93105994412
2014-12-22,334.12,3509.682486079726
2014-12-23,336.29,3429.0067453026254
2014-12-24,334.74,3507.0917266244455
2014-12-25,322.67,3509.4419142774327
2014-12-26,331.42,3494.212585349508
2014-12-27,328.91,3440.020392767711
2014-12-28,320.03,3452.212892484874
2014-12-29,320.27,3471.849278816815
2014-12-30,314.81,3468.2648740285363
2014-12-31,320.19,3429.520397049199
2015-01-01,320.44,3475.1284551610734
2015-01-02,315.84,3466.7045809277147
2015-01-03,315.15,3466.7628624862505
2015-01-04,287.23,3382.052345677411
2015-01-05,278.34,3388.4987109228896
2015-01-06,287.55,3371.635020806628
2015-01-07,298.75,3404.5952026990426
2015-01-08,294.13,3359.2412447964925
2015-01-09,291.11,3448.572605283906
2015-01-10,288.13,3401.2528959152405
2015-01-11,279.64,3380.057250185876
2015-01-12,272.2,3440.553172244776
2015-01-13,268.28,3358.7983465550783
2015-01-14,223.89,3339.4095516274515
2015-01-15,229.07,3322.190432097644
2015-01-16,221.59,3329.4154183294995
2015-01-17,211.73,3288.536601083865
2015-01-18,218.69,3290.749691890133
2015-01-19,216.73,3347.759990162803
2015-01-20,215.24,3264.2997017081384
2015-01-21,227.79,3241.4547795140656
2015-01-22,237.02,3306.2520312281567
2015-01-23,234.84,3290.10607650563
2015-01-24,248.21,3290.181650261074
2015-01-25,255.07,3270.0838680896136
2015-01-26,309.38,3268.5215454569798
2015-01-27,275.48,3237.6977845749016
2015-01-28,266.54,3263.125627204244
2015-01-29,238.71,3220.013554784791
2015-01-30,242.85,3262.61283176454
2015-01-31,233.5,3215.4096474450866
2015-02-01,231.57,3237.191783741453
2015-02-02,242.18,3177.951791870329
2015-02-03,245.96,3257.3707063861116
2015-02-04,230.06,3252.6095915372935
2015-02-05,239.41,3221.4854366061254
2015-02-06,230.51,3213.083370179152
2015-02-07,230.3,3216.3162548971904
2015-02-08,229.44,3181.2899676288216
2015-02-09,223.98,3203.8891111163593
2015-02-10,221.81,3235.504200833866
2015-02-11,223.41,3180.9610065798656
2015-02-12,222.2,3195.329386252172
2015-02-13,240.26,3202.433350498299
2015-02-14,259.81,3137.050818327638
2015-02-15,265.61,3153.24210203636
2015-02-16,239.52,3074.1838659520818
2015-02-17,245.78,3134.218637364179
2015-02-18,244.25,3144.741665626003
2015-02-19,242.67,3123.4220239748483
2015-02-20,247.1,3182.0026737831627
2015-02-21,255.32,3072.769708875939
2015-02-22,246.39,3105.81294098975
2015-02-23,240.11,3101.626821071287
2015-02-24,239.9,3139.9374545319292
2015-02-25,239.34,3122.5121884317555
2015-02-26,237.71,3109.560395304175
2015-02-27,256.65,3054.5357164442194
2015-02-28,254.69,3107.050325101837
2015-03-01,261.66,3055.373293277993
2015-03-02,276.3,3061.1977284508716
2015-03-03,285.8,3098.506992880782
2015-03-04,284.23,3101.420116818487
2015-03-05,281.67,3107.034977566281
2015-03-06,277.61,3024.8514011982093
2015-03-07,277.85,3071.1523941794026
2015-03-08,277.86,3072.2098321357444
2015-03-09,292.7,3049.7378721907776
2015-03-10,300.04,3016.139256142564
2015-03-11,297.39,3007.1440004792976
2015-03-12,297.09,3025.3729011242367
2015-03-13,294.5,3070.9890653541283
2015-03-14,286.34,3060.3708769570103
2015-03-15,286.53,3035.842636014423
2015-03-16,294.11,3050.9296783490936
2015-03-17,292.37,2993.964675527563
2015-03-18,285.34,3050.24697475775
2015-03-19,264.24,3032.9282224670587
2015-03-20,264.85,2972.2150743719185
2015-03-21,262.2,3006.3938840441874
2015-03-22,269.75,2996.139646559894
2015-03-23,277.3,3077.068922519446
2015-03-24,267.0,2965.403457194507
2015-03-25,249.19,2944.256867669065
2015-03-26,254.35,2951.731541661171
2015-03-27,256.81,2974.5845222755356
2015-03-28,254.21,3071.7750936671746
2015-03-29,253.14,2984.0282454837998
2015-03-30,249.24,2925.3361999308227
2015-03-31,248.73,2962.1657819057236
2015-04-01,247.54,2951.3986306882402
2015-04-02,254.46,2931.7304070179
2015-04-03,256.04,2903.806813670416
2015-04-04,255.26,2916.671447012441
2015-04-05,260.68,2904.0072208224815
2015-04-06,261.8,2856.628168760041
2015-04-07,255.81,2884.1551085931465
2015-04-08,253.85,2865.952961203408
2015-04-09,246.12,2883.3980112796735
2015-04-10,243.69,2880.4611748751377
2015-04-11,239.54,2911.398327626077
2015-04-12,237.73,2914.696178544745
2015-04-13,236.94,2878.3206699069974
2015-04-14,224.98,2872.705554531249
2015-04-15,223.83,2857.7747595944406
2015-04-16,229.67,2916.6836424974495
2015-04-17,228.91,2843.412229944711
2015-04-18,224.32,2885.200162900832
2015-04-19,226.35,2842.9255142343354
2015-04-20,226.35,2886.8539039430802
2015-04-21,235.27,2846.0179357494185
2015-04-22,237.91,2812.341444587756
2015-04-23,236.47,2848.8179116216456
