y,x1,x2
1.1,0.5877852522924736,1.1412678195541848
1.11,0.63742398974869,1.1787447008744265
1.12,0.6845471059286893,1.197632074113926
1.1300000000000001,0.7289686274214119,1.197632074113926
1.1400000000000001,0.7705132427757893,1.1787447008744263
1.1500000000000001,0.8090169943749478,1.1412678195541839
1.16,0.8443279255020147,1.0857924629592242
1.17,0.8763066800438631,1.0131935106024195
1.18,0.9048270524660194,0.9246158913309477
1.19,0.9297764858882511,0.8214565271144277
1.2,0.9510565162951535,0.7053423027509683
1.21,0.968583161128631,0.5781044089220597
1.22,0.9822872507286886,0.44174946322161385
1.23,0.9921147013144778,0.29842786459782683
1.24,0.9980267284282716,0.15039988027716497
1.25,1.0,7.34788079488412e-16
1.26,0.9980267284282716,-0.1503998802771635
1.27,0.9921147013144779,-0.2984278645978254
1.28,0.9822872507286886,-0.4417494632216144
1.29,0.9685831611286311,-0.5781044089220584
1.3,0.9510565162951536,-0.7053423027509671
1.31,0.9297764858882517,-0.8214565271144251
1.32,0.9048270524660192,-0.9246158913309481
1.33,0.8763066800438634,-1.0131935106024186
1.34,0.8443279255020151,-1.0857924629592235
1.35,0.8090169943749476,-1.141267819554184
1.36,0.7705132427757886,-1.1787447008744267
1.37,0.728968627421411,-1.197632074113926
1.3800000000000001,0.6845471059286884,-1.197632074113926
1.3900000000000001,0.6374239897486897,-1.1787447008744265
1.4000000000000001,0.5877852522924734,-1.1412678195541845
1.41,0.5358267949789972,-1.0857924629592242
1.42,0.4817536741017162,-1.0131935106024195
1.43,0.42577929156507394,-0.9246158913309492
1.44,0.368124552684678,-0.8214565271144263
1.45,0.3090169943749478,-0.7053423027509684
1.46,0.2486898871648555,-0.5781044089220598
1.47,0.18738131458572568,-0.44174946322161596
1.48,0.1253332335643039,-0.2984278645978249
1.49,0.06279051952931339,-0.1503998802771651
1.5,3.6739403974420594e-16,-8.817456953860942e-16
1.51,-0.06279051952931265,0.15039988027716336
1.52,-0.12533323356430318,0.2984278645978232
1.53,-0.18738131458572496,0.4417494632216143
1.54,-0.24868988716485477,0.5781044089220583
1.55,-0.30901699437494706,0.705342302750967
1.56,-0.36812455268467725,0.8214565271144251
1.57,-0.42577929156507327,0.9246158913309481
1.58,-0.48175367410171555,1.0131935106024184
1.59,-0.5358267949789965,1.0857924629592233
1.6,-0.5877852522924728,1.1412678195541839
1.61,-0.6374239897486905,1.1787447008744267
1.62,-0.6845471059286892,1.197632074113926
1.6300000000000001,-0.7289686274214118,1.197632074113926
1.6400000000000001,-0.7705132427757891,1.1787447008744265
1.6500000000000001,-0.8090169943749472,1.1412678195541845
1.6600000000000001,-0.8443279255020156,1.0857924629592224
1.67,-0.876306680043863,1.0131935106024195
1.68,-0.9048270524660189,0.9246158913309493
1.69,-0.9297764858882513,0.8214565271144264
1.7,-0.9510565162951534,0.7053423027509685
1.71,-0.968583161128631,0.5781044089220599
1.72,-0.9822872507286885,0.44174946322161607
1.73,-0.9921147013144779,0.29842786459782505
1.74,-0.9980267284282716,0.15039988027716528
1.75,-1.0,1.0287033112837766e-15
1.76,-0.9980267284282716,-0.1503998802771632
1.77,-0.992114701314478,-0.29842786459782306
1.78,-0.9822872507286886,-0.4417494632216142
1.79,-0.9685831611286312,-0.578104408922058
1.8,-0.9510565162951538,-0.705342302750967
1.81,-0.9297764858882517,-0.821456527114425
1.82,-0.9048270524660192,-0.924615891330948
1.83,-0.8763066800438635,-1.0131935106024184
1.84,-0.8443279255020152,-1.0857924629592233
1.85,-0.8090169943749477,-1.1412678195541839
1.86,-0.7705132427757886,-1.1787447008744267
1.87,-0.7289686274214111,-1.197632074113926
1.8800000000000001,-0.6845471059286885,-1.197632074113926
1.8900000000000001,-0.6374239897486897,-1.1787447008744265
1.9000000000000001,-0.5877852522924735,-1.1412678195541845
1.9100000000000001,-0.5358267949789958,-1.0857924629592224
1.92,-0.4817536741017163,-1.0131935106024195
1.93,-0.42577929156507405,-0.9246158913309495
1.94,-0.3681245526846781,-0.8214565271144266
1.95,-0.3090169943749479,-0.7053423027509687
1.96,-0.2486898871648556,-0.57810440892206
1.97,-0.1873813145857258,-0.44174946322161623
1.98,-0.125333233564304,-0.2984278645978252
1.99,-0.06279051952931351,-0.15039988027716542
