Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-02-08,10.62957125386791,11.628169488161333,10.52230517604748,11.441730499267578,379193186,0.0,0.0
1996-02-09,11.850365284783313,12.361156511915278,11.44684015238248,12.105761528015137,458934072,0.0,0.0
1996-02-12,11.799286366034318,12.003604130654017,11.186336850170536,11.347236633300781,448392867,0.0,0.0
1996-02-13,11.23741441337155,12.47097637646136,11.140365277786518,12.029142379760742,470284449,0.0,0.0
1996-02-14,12.335618136311961,12.511841468430436,11.944862599584809,12.036805152893066,287264960,0.0,0.0
1996-02-15,11.748207360321139,12.131301105969255,11.646049112103755,11.845257759094238,322651352,0.0,0.0
1996-02-16,11.646049745335871,11.76097762341295,11.546445416424831,11.635832786560059,228740914,0.0,0.0
1996-02-19,11.850366330282075,12.013818781785888,11.684358694568779,11.753315925598145,239163846,0.0,0.0
1996-02-20,11.748206502178173,11.796731068354406,10.982019066847785,11.132701873779297,294959199,0.0,0.0
1996-02-21,11.132701873779297,11.132701873779297,11.132701873779297,11.132701873779297,0,0.0,0.0
1996-02-22,11.390652439992342,11.799285417726386,11.291048120186378,11.720113754272461,283157057,0.0,0.0
1996-02-23,11.697126076960615,11.72266658017392,11.400867069937625,11.59496784210205,252022694,0.0,0.0
1996-02-26,11.722668351614299,11.965293723817753,11.546445023537572,11.62051010131836,251499188,0.0,0.0
1996-02-27,11.686911001229953,11.74820644913904,11.291047662673991,11.487702369689941,250359756,0.0,0.0
1996-02-28,11.709898288005887,11.840150979265312,11.518351397877868,11.543891906738281,197441744,0.0,0.0
1996-02-29,11.441733803026365,11.482596602821138,10.752163981834785,10.821121215820312,322080020,0.0,0.0
1996-03-01,10.90540013877228,11.043314583208865,10.65255783019296,10.882414817810059,333743853,0.0,0.0
1996-03-04,10.930941258749563,10.982021017867629,10.644897881951195,10.770041465759277,310777470,0.0,0.0
1996-03-05,10.770041465759277,10.770041465759277,10.770041465759277,10.770041465759277,0,0.0,0.0
1996-03-06,10.956481815323972,11.22720038402456,10.859431405978897,11.153135299682617,250989255,0.0,0.0
1996-03-07,11.308924641701399,11.505579340150648,11.199104632619143,11.252737045288086,394310217,0.0,0.0
1996-03-08,11.109717560145118,11.237415057833122,10.969250438621486,11.193998336791992,298510635,0.0,0.0
1996-03-11,11.033098764840261,11.262955776190118,10.989682042984398,11.229753494262695,291248773,0.0,0.0
1996-03-12,11.211874492027825,12.156839138085969,11.160796002690407,11.806947708129883,370589598,0.0,0.0
1996-03-13,11.49280936567294,11.658816966078078,11.352341008612738,11.605184555053711,266615573,0.0,0.0
1996-03-14,11.594970747498643,11.717560408180372,11.51835173732311,11.602632522583008,275797603,0.0,0.0
1996-03-15,11.541336998379823,11.577091944673255,11.13525666881722,11.222092628479004,287257851,0.0,0.0
1996-03-18,11.107163259059485,11.135256430546049,10.670435842018993,10.711299896240234,307967990,0.0,0.0
1996-03-19,10.675543075029045,10.86964257598298,9.832736744527192,10.052376747131348,478710303,0.0,0.0
1996-03-20,10.052376747131348,10.052376747131348,10.052376747131348,10.052376747131348,0,0.0,0.0
1996-03-21,10.471229737983695,10.884971278703238,10.471229737983695,10.772597312927246,309417002,0.0,0.0
1996-03-22,10.570831469937204,10.570831469937204,10.1392131636396,10.335867881774902,311431529,0.0,0.0
1996-03-25,10.468674124603632,10.527415023165217,10.12644380250665,10.27457332611084,210982442,0.0,0.0
1996-03-26,10.215832665190124,10.420149167374117,9.883818034308199,10.208170890808105,245693447,0.0,0.0
1996-03-27,10.573386482786923,10.724069295119047,10.524861285205686,10.570831298828125,174091456,0.0,0.0
1996-03-28,10.598926879873023,10.76238059242,10.563171301545134,10.708746910095215,165867248,0.0,0.0
1996-03-29,10.695975128030593,10.764932345872213,10.532521448454734,10.565722465515137,150429650,0.0,0.0
1996-04-01,10.611695607358593,10.70108423078909,10.522306983928095,10.665328025817871,114225685,0.0,0.0
1996-04-02,10.68831542141309,10.828782549312892,10.586157166759108,10.6934232711792,169566688,0.0,0.0
1996-04-03,10.9334930149937,11.053528725013125,10.757270966354444,10.78281021118164,137080258,0.0,0.0
1996-04-04,10.675545878767583,10.690869428183282,10.542739894833813,10.655113220214844,111609450,0.0,0.0
1996-04-05,10.655113220214844,10.655113220214844,10.655113220214844,10.655113220214844,0,0.0,0.0
1996-04-08,10.79047323998537,10.890077565730932,10.721516011597908,10.833889961242676,105272447,0.0,0.0
1996-04-09,10.969248640379297,11.094392192784786,10.790471417324865,10.846657752990723,147764942,0.0,0.0
1996-04-10,10.982018887191915,11.030543452574332,10.798133804974286,10.841551780700684,131575048,0.0,0.0
1996-04-11,10.739394433130581,10.803242550776117,10.667882022704163,10.729177474975586,99907484,0.0,0.0
1996-04-12,10.729177345916186,11.10971715983297,10.680652777089271,11.022882461547852,157421358,0.0,0.0
1996-04-15,11.237414464439947,11.531119575145437,11.214429142749562,11.306371688842773,219956361,0.0,0.0
1996-04-16,11.3395741203673,11.480041236356094,11.23741461504421,11.331911087036133,179494551,0.0,0.0
1996-04-17,11.64604735468241,11.93975243140293,11.536226089539223,11.814607620239258,189218828,0.0,0.0
1996-04-18,12.182379514618535,12.527164387006405,12.087883041233061,12.4633150100708,316699546,0.0,0.0
1996-04-19,12.565471509936454,12.795328479336613,12.44032795750634,12.542486190795898,303633881,0.0,0.0
1996-04-22,12.667631750049296,12.693170995045822,12.080220299807936,12.14406967163086,266680850,0.0,0.0
1996-04-23,12.031695550210909,12.195147975019209,11.87590363945274,12.062342643737793,263173363,0.0,0.0
1996-04-24,12.621660545576713,13.183531522466804,12.575688642716852,13.040509223937988,246856146,0.0,0.0
1996-04-25,13.127344027579774,13.408279518304743,12.156840063014123,12.376480102539062,286231521,0.0,0.0
1996-04-26,12.361156594652126,12.639538161618548,12.054681856321622,12.48630142211914,291913819,0.0,0.0
1996-04-29,12.361158503770579,12.425007889700032,12.144072354675075,12.384143829345703,194330440,0.0,0.0
1996-04-30,12.361156013597443,12.76979023816134,12.284537017783485,12.496515274047852,198150092,0.0,0.0
1996-05-01,13.63813849457336,13.786268678755736,13.497671345525648,13.589613914489746,228659480,0.0,0.0
1996-05-02,13.48489894005773,13.668784040088676,13.28058118276534,13.59982681274414,233965629,0.0,0.0
1996-05-03,13.482344094757533,13.561515756329452,13.229501784645835,13.290797233581543,227763058,0.0,0.0
1996-05-06,12.974107691009516,13.045617583740686,12.47863873538177,12.545042037963867,272775489,0.0,0.0
1996-05-07,12.52716421496388,12.792776158543415,12.478638386919645,12.698278427124023,253182808,0.0,0.0
1996-05-08,12.463315572434245,12.948567584777692,12.310078823938918,12.767237663269043,362581901,0.0,0.0
1996-05-09,12.527163382250915,12.790221383675222,12.386696275456961,12.455652236938477,281236890,0.0,0.0
1996-05-10,12.15683882336515,12.394356311298385,12.082773756411727,12.325400352478027,279802097,0.0,0.0
1996-05-13,12.488856576097719,12.662524730047407,12.417344159650257,12.585906982421875,183848049,0.0,0.0
1996-05-14,12.565472636544039,13.020077508074332,12.501624522095716,12.935796737670898,300443728,0.0,0.0
1996-05-15,12.731483227154834,13.07626816305245,12.465871231001497,12.963892936706543,423307256,0.0,0.0
1996-05-16,13.11457332329608,13.306120175759647,12.951120899121488,13.037954330444336,317762715,0.0,0.0
1996-05-17,12.76979196844136,12.923028721500902,12.708496511618462,12.780006408691406,260880925,0.0,0.0
1996-05-20,12.616549898216219,12.636981290808611,12.34072232022471,12.37903118133545,150502036,0.0,0.0
1996-05-21,12.304971872708007,12.463316482403144,12.23346071321209,12.33561897277832,210555235,0.0,0.0
1996-05-22,12.463315603901234,12.524611059053182,12.363711276361675,12.402021408081055,147373929,0.0,0.0
1996-05-23,12.320295521175277,12.371374021700552,12.23856866100297,12.2998628616333,135998347,0.0,0.0
1996-05-24,12.933141563776752,12.970383029970792,12.863981276752508,12.930482864379883,109273710,0.742958,0.0
1996-05-27,12.8214176858367,12.8214176858367,12.528812614495193,12.550092697143555,178076562,0.0,0.0
1996-05-28,12.289408347537147,12.289408347537147,11.99946458406586,12.143106460571289,251769989,0.0,0.0
1996-05-29,12.398472651763987,13.007622978571053,12.398472651763987,12.83471965789795,237508017,0.0,0.0
1996-05-30,12.927820157400602,12.965060304186139,12.518171984548456,12.60063362121582,243719637,0.0,0.0
1996-05-31,12.781515928915722,12.794815980268858,12.560732453169381,12.680434226989746,205805553,0.0,0.0
1996-06-03,12.927820957501432,13.11402432623771,12.848019326379836,13.068802833557129,225656109,0.0,0.0
1996-06-04,13.297569046308082,13.377369373960773,12.648517199902265,12.882600784301758,331911584,0.0,0.0
1996-06-05,13.034222021843169,13.034222021843169,12.685755398214173,12.800138473510742,154048948,0.0,0.0
1996-06-06,12.97836297991744,13.247028028102074,12.92782277049284,13.010284423828125,152774438,0.0,0.0
1996-06-07,12.826740353292948,13.060823934012362,12.808118965490937,12.999642372131348,103358097,0.0,0.0
1996-06-10,12.954422390831645,13.00762392090924,12.821420533101362,12.882600784301758,83777696,0.0,0.0
1996-06-11,12.821418497943801,12.90122012457196,12.709696745321283,12.781517028808594,113388076,0.0,0.0
1996-06-12,12.981022307531214,13.111365464049126,12.879940582361122,12.975702285766602,92464011,0.0,0.0
1996-06-13,12.954421479775856,13.026243081254691,12.882599878297023,12.925161361694336,53970839,0.0,0.0
1996-06-14,12.98102464906832,13.08742641519594,12.938464467274347,13.060826301574707,56612280,0.0,0.0
1996-06-17,13.100724303170713,13.100724303170713,12.850680653240682,12.882600784301758,49769869,0.0,0.0
1996-06-18,12.821419416793896,12.821419416793896,12.401132481179154,12.552754402160645,88215860,0.0,0.0
1996-06-19,12.55541047640638,12.608611985171896,12.079262153940675,12.17768383026123,110408618,0.0,0.0
1996-06-20,12.076605394920154,12.249508705398556,11.943603554667234,12.196307182312012,131363060,0.0,0.0
1996-06-21,12.124487363219618,12.20428768345544,11.789320771659787,11.858482360839844,162938202,0.0,0.0
1996-06-24,11.7627243504085,11.863806099353797,11.57652092156568,11.757404327392578,141955323,0.0,0.0
1996-06-25,11.81060193450143,11.86380214693705,11.27859194029131,11.510015487670898,161155698,0.0,0.0
1996-06-26,11.581837975528002,11.581837975528002,11.23337262238735,11.289234161376953,136660807,0.0,0.0
1996-06-27,11.185489306371082,11.597794804289268,11.04716615872836,11.491393089294434,248655454,0.0,0.0
1996-06-28,11.597796815723235,11.797300229894166,11.254651520471837,11.363713264465332,350497324,0.0,0.0
1996-07-01,11.228051803393095,11.581837153062361,10.985987556305716,11.105690002441406,255440991,0.0,0.0
1996-07-02,11.113669480887765,11.22007253691766,10.799784925183783,10.87160587310791,262167715,0.0,0.0
1996-07-03,10.719985512479674,10.74392561334828,10.028373416999441,10.142754554748535,297888892,0.0,0.0
1996-07-04,9.961870071627688,10.416737810454842,9.79960679323987,10.105512619018555,372326861,0.0,0.0
1996-07-05,10.201275097260512,10.294376791900177,9.81822893075198,9.953890800476074,274724739,0.0,0.0
1996-07-08,10.158715366655287,11.012590776553022,9.924631755052147,10.031033515930176,160540417,0.0,0.0
1996-07-09,9.951230865206721,11.012589667512946,9.150557072202417,9.538923263549805,250056639,0.0,0.0
1996-07-10,9.20375673600668,9.573502801951934,9.155875889152798,9.376659393310547,221504258,0.0,0.0
1996-07-11,9.496362129998309,9.70916560885267,9.339419531552156,9.40060043334961,211480095,0.0,0.0
1996-07-12,9.336759815188977,9.36069991219525,8.967013070411411,9.049474716186523,317962422,0.0,0.0
1996-07-15,8.990951030586313,10.001767928863822,8.83666848589243,9.552220344543457,668662040,0.0,0.0
1996-07-16,10.640181865707715,11.552577343300161,10.640181865707715,11.536617279052734,396249127,0.0,0.0
1996-07-17,11.118989491942093,12.183006809288257,10.93810549867944,11.741439819335938,514784362,0.0,0.0
1996-07-18,11.914345513955535,12.32931248208072,11.914345513955535,12.30803108215332,391626120,0.0,0.0
1996-07-19,12.4197533784763,12.925162001287902,12.4197533784763,12.917181968688965,181625412,0.0,0.0
1996-07-22,12.502216171873467,13.177866863644697,11.93828594671825,12.725658416748047,187198485,0.0,0.0
1996-07-23,13.193826352889413,13.364068351191094,12.57403467152377,12.83471965789795,225213391,0.0,0.0
1996-07-24,12.504873885142546,12.504873885142546,11.552576966360867,11.584498405456543,206647686,0.0,0.0
1996-07-25,11.480755386119538,11.650998689424865,11.007266936600404,11.063128471374512,273956285,0.0,0.0
1996-07-26,11.012588794590453,11.246672364064999,10.767863870464897,11.068449020385742,246477412,0.0,0.0
1996-07-29,11.217411245788592,11.611098094614624,11.15091097513718,11.289234161376953,204151663,0.0,0.0
1996-07-30,11.124311383039217,11.172191580129851,10.725303838226107,10.991308212280273,190109434,0.0,0.0
1996-07-31,11.065789175680331,11.531296310862395,10.523139760064598,11.374354362487793,193652468,0.0,0.0
1996-08-01,11.595135090858935,11.704196818727858,11.097706634248055,11.166868209838867,264780072,0.0,0.0
1996-08-02,11.129632958100277,11.249334779173967,10.932789497083933,11.015251159667969,167979367,0.0,0.0
1996-08-05,10.99130789876547,11.060469493121664,10.802445159275793,10.845005989074707,105914226,0.0,0.0
1996-08-06,10.799786309364178,11.14559235085515,10.701364584818121,10.9567289352417,152612862,0.0,0.0
1996-08-07,10.99928757268915,11.25199186147965,10.932786651161491,11.20145034790039,141167479,0.0,0.0
1996-08-08,11.273275249152546,11.342436857391382,10.932789854058855,10.983330726623535,132457251,0.0,0.0
1996-08-09,11.001948831724802,11.140271367553465,10.9061871265989,11.071109771728516,109835994,0.0,0.0
1996-08-12,11.1189905363191,11.201450869635954,11.017908816094765,11.068449020385742,89253176,0.0,0.0
1996-08-13,11.039189150089681,11.22273251939626,11.001948342901743,11.132290840148926,90655654,0.0,0.0
1996-08-14,10.940766594795951,11.14559070290337,10.940766594795951,10.980668067932129,79389943,0.0,0.0
1996-08-15,10.980668067932129,10.980668067932129,10.980668067932129,10.980668067932129,0,0.0,0.0
1996-08-16,10.985988089464634,11.060469046740899,10.882246357938396,10.980668067932129,69769074,0.0,0.0
1996-08-19,10.93278897492926,10.959389086865722,10.432700312310775,10.493881225585938,103804046,0.0,0.0
1996-08-20,10.387477873800389,10.82638623939131,10.328956976995347,10.608262062072754,162500655,0.0,0.0
1996-08-21,10.895546906123746,11.140271186828613,10.826385967242008,11.140271186828613,142519546,0.0,0.0
1996-08-22,11.491395501388263,11.568537121653444,11.153570214906027,11.220071792602539,216770733,0.0,0.0
1996-08-23,11.225392035775016,11.478095675060667,11.172190510237726,11.355733871459961,161606818,0.0,0.0
1996-08-26,11.251992638327264,11.353074360822237,11.087069344704052,11.132290840148926,128940716,0.0,0.0
1996-08-27,11.118989801031852,11.185491377080469,10.959386543172087,11.041848182678223,139282213,0.0,0.0
1996-08-28,11.065788256414505,11.371693407017505,11.065788256414505,11.35041332244873,79331130,0.0,0.0
1996-08-29,11.382332778480244,11.408932882623525,11.220070831564016,11.244010925292969,80394945,0.0,0.0
1996-08-30,11.230710975693723,11.289232516985127,11.17750945527952,11.254651069641113,56429377,0.0,0.0
1996-09-02,11.283911653503548,11.35573324997335,11.230711442520201,11.31583309173584,54505978,0.0,0.0
1996-09-03,11.355733260557827,11.432874878197865,10.964706462896627,11.031208038330078,127423842,0.0,0.0
1996-09-04,10.97268448958479,11.071106173654051,10.911503602254957,11.044506072998047,62615791,0.0,0.0
1996-09-05,11.089729490649324,11.238692721216262,11.089729490649324,11.209432601928711,66237674,0.0,0.0
1996-09-06,11.254652012830903,11.27061207680002,11.07110865390138,11.11633014678955,51619588,0.0,0.0
1996-09-09,11.113668365431126,11.118989698176703,10.985987203130943,11.031208038330078,49866814,0.0,0.0
1996-09-10,11.020568606234638,11.020568606234638,10.866285362413267,10.93278694152832,66720462,0.0,0.0
1996-09-11,10.911506095912948,11.06046866109276,10.751902832217944,10.815744400024414,57561053,0.0,0.0
1996-09-12,10.746583837311455,10.810424751498445,10.560380460459768,10.735943794250488,125382170,0.0,0.0
1996-09-13,10.797122952345227,10.81840303502729,10.616240282084435,10.642840385437012,83967063,0.0,0.0
1996-09-16,10.589640890820611,10.589640890820611,10.182654010385207,10.262454986572266,96549939,0.0,0.0
1996-09-17,10.270436597995877,10.533780957990327,10.257135887584328,10.416738510131836,81795484,0.0,0.0
1996-09-18,10.374176899156417,11.0391880622787,10.360876190586326,10.924805641174316,94075891,0.0,0.0
1996-09-19,10.956726275397596,11.04184792348184,10.480578491035097,10.531119346618652,113446890,0.0,0.0
1996-09-20,10.512500503561117,10.690723196311735,10.427378845512973,10.472599029541016,73409700,0.0,0.0
1996-09-23,10.430038639269656,10.480579499717416,10.222554520117782,10.336936950683594,75263298,0.0,0.0
1996-09-24,10.374178335442819,10.5284609361542,10.347577570440952,10.416738510131836,60971595,0.0,0.0
1996-09-25,10.528460028178177,10.693382658338859,10.45397841725324,10.491218566894531,68373059,0.0,0.0
1996-09-26,10.438016949401211,10.475258408016451,10.241174205080627,10.326295852661133,60711781,0.0,0.0
1996-09-27,10.318316819920666,10.318316819920666,9.956551399246107,10.00975227355957,119136943,0.0,0.0
1996-09-30,9.948567879733625,10.209252155272631,9.863446242725402,10.164031982421875,114795724,0.0,0.0
1996-10-01,10.214572094788101,10.259792923102108,10.031029427206475,10.137431144714355,85942811,0.0,0.0
1996-10-02,10.137431144714355,10.137431144714355,10.137431144714355,10.137431144714355,0,0.0,0.0
1996-10-03,10.241174945270531,10.368856770048476,10.017730768177366,10.092211723327637,70454802,0.0,0.0
1996-10-04,10.148072157616657,10.227873125483004,9.9086679423754,10.145411491394043,83112003,0.0,0.0
1996-10-07,10.169354427123247,10.169354427123247,9.602764256477743,9.948570251464844,125587049,0.0,0.0
1996-10-08,9.900687262144091,10.108170683144834,9.658623052369535,9.991128921508789,90780391,0.0,0.0
1996-10-09,10.108171353012231,10.214573080790968,9.96186881336119,10.121471405029297,80927499,0.0,0.0
1996-10-10,10.092211672841511,10.427378264715184,10.044331480655185,10.392797470092773,89742428,0.0,0.0
1996-10-11,10.44067747082956,10.560379253223811,10.273094844313382,10.379496574401855,100743801,0.0,0.0
1996-10-14,10.281075654174488,10.320977128300665,10.031032012658116,10.073592185974121,74612470,0.0,0.0
1996-10-15,10.00975046116506,10.187973128308213,9.882067336617453,10.044330596923828,74857419,0.0,0.0
1996-10-16,10.217236171327034,10.265116369949325,9.99379196531671,10.028372764587402,64287131,0.0,0.0
1996-10-17,9.9778308442937,10.374177693114795,9.887389167036867,10.286396026611328,129531437,0.0,0.0
1996-10-18,10.34757772264797,10.53378111293629,10.203935163495942,10.363537788391113,207410324,0.0,0.0
1996-10-21,10.363537788391113,10.363537788391113,10.363537788391113,10.363537788391113,0,0.0,0.0
1996-10-22,10.440677654259943,10.932786156430735,10.440677654259943,10.733282089233398,186726683,0.0,0.0
1996-10-23,11.289233392362101,11.422235236247348,11.118990087806507,11.358393669128418,148330458,0.0,0.0
1996-10-24,11.435536146981015,11.752081372382726,11.097709523182292,11.209432601928711,306758110,0.0,0.0
1996-10-25,11.169529344951833,11.451494384375405,11.148249261593575,11.382332801818848,141765956,0.0,0.0
1996-10-28,11.438194413188887,11.491394621960863,11.19878953878831,11.254651069641113,91797672,0.0,0.0
1996-10-29,11.201451936301776,11.491397070824215,10.962048978346798,11.079090118408203,117861140,0.0,0.0
1996-10-30,11.079090118408203,11.079090118408203,11.079090118408203,11.079090118408203,0,0.0,0.0
1996-10-31,10.882248387794744,10.882248387794744,10.618903993708368,10.746585845947266,80743949,0.0,0.0
1996-11-01,10.823725159714993,11.49139571305094,10.39811754673838,10.467278480529785,81491721,0.0,0.0
1996-11-04,10.374176614560584,10.374176614560584,9.937928338151288,10.039010047912598,101463136,0.0,0.0
1996-11-05,10.009750497761367,10.142751676217852,9.788966351081067,9.850147247314453,79213503,0.0,0.0
1996-11-06,9.63734396973747,9.855467454261461,9.371339640339784,9.733105659484863,173114892,0.0,0.0
1996-11-07,9.863447717211614,9.913988573774148,9.73576589843318,9.868767738342285,91237973,0.0,0.0
1996-11-08,9.92196980308571,10.007090801645697,9.602763927066928,9.956550598144531,72198528,0.0,0.0
1996-11-11,9.722464741499321,9.892708033115804,9.618723022592265,9.759705543518066,74077331,0.0,0.0
1996-11-12,9.759705543518066,9.759705543518066,9.759705543518066,9.759705543518066,0,0.0,0.0
1996-11-13,9.682564059428492,9.98846852284307,9.682564059428492,9.932607650756836,42263057,0.0,0.0
1996-11-14,9.895367795715087,9.948568659057468,9.75438527832039,9.802266120910645,36465071,0.0,0.0
1996-11-15,9.770345483999574,9.996448977391596,9.738424705339765,9.927288055419922,41352416,0.0,0.0
1996-11-18,9.975171531945925,10.225215183553768,9.975171531945925,10.198615074157715,74090904,0.0,0.0
1996-11-19,10.222554976416845,10.265115806454913,9.972510673786763,10.070932388305664,68099673,0.0,0.0
1996-11-20,10.081574723654132,10.081574723654132,9.687887801693549,9.727787971496582,53681942,0.0,0.0
1996-11-21,9.711825384927671,9.820887788235906,9.461781106568045,9.55754280090332,96769682,0.0,0.0
1996-11-22,9.453803078236874,9.613405706274973,9.397941535393349,9.461782455444336,107101485,0.0,0.0
1996-11-25,9.429861468989213,10.124133509369203,9.243658078954121,9.913990020751953,164881636,0.0,0.0
1996-11-26,10.086892682567685,10.355557050047409,9.73842668016624,10.076251983642578,183775663,0.0,0.0
1996-11-27,9.73576701641524,9.73576701641524,9.429861175525625,9.661285400390625,102662028,0.0,0.0
1996-11-28,9.682563498686672,9.786305205956173,9.54956102400891,9.610742568969727,60004726,0.0,0.0
1996-11-29,9.677243878571616,9.751725482381435,9.59212223302357,9.645323753356934,46489234,0.0,0.0
1996-12-02,9.589462883755544,9.733106080409863,9.530942650160487,9.621383666992188,33767402,0.0,0.0
1996-12-03,9.576163626909345,9.916648925927598,9.560203562967569,9.698525428771973,92385808,0.0,0.0
1996-12-04,9.629363970679613,9.629363970679613,9.421880527468087,9.562862396240234,62287469,0.0,0.0
1996-12-05,9.475084272792044,9.836850403088869,9.40326265550392,9.727787971496582,87287122,0.0,0.0
1996-12-06,9.775667843800335,9.839509420680251,9.682566801174547,9.74374771118164,51448964,0.0,0.0
1996-12-09,9.682567779053144,9.818230323847454,9.674587089271206,9.727787971496582,37558616,0.0,0.0
1996-12-10,9.682566319851967,9.70384640720659,9.4990229431334,9.56020450592041,50711532,0.0,0.0
1996-12-11,9.600103436041007,10.23053381276256,9.600103436041007,10.227873802185059,94396457,0.0,0.0
1996-12-12,10.320976635547474,10.392797580410505,9.964529954474038,10.004430770874023,112105164,0.0,0.0
1996-12-13,9.95389064835308,10.054972374276266,9.85812894423414,10.007091522216797,58396723,0.0,0.0
1996-12-16,10.070932648172676,10.427379363006176,10.070932648172676,10.363537788391113,91661948,0.0,0.0
1996-12-17,10.347575496006238,10.432697139961936,10.118811323808211,10.225213050842285,77915080,0.0,0.0
1996-12-18,10.374176766217696,10.573679522358846,10.302355170651438,10.376836776733398,91256070,0.0,0.0
1996-12-19,10.347578135595453,10.50718076685999,10.254476436735823,10.382158279418945,61698686,0.0,0.0
1996-12-20,10.51249822788721,10.932785093854323,10.51249822788721,10.852983474731445,165689515,0.0,0.0
1996-12-23,10.90352885824032,10.90352885824032,10.61890436412605,10.690725326538086,96049701,0.0,0.0
1996-12-24,10.6614614892199,10.746583139825361,10.560379775058843,10.669442176818848,70532358,0.0,0.0
1996-12-25,10.669442176818848,10.669442176818848,10.669442176818848,10.669442176818848,0,0.0,0.0
1996-12-26,10.852985552028299,11.21209225099437,10.852985552028299,11.158890724182129,66787678,0.0,0.0
1996-12-27,11.158890724182129,11.158890724182129,11.158890724182129,11.158890724182129,0,0.0,0.0
1996-12-31,11.21209283850192,11.2253928929913,10.91150701629335,10.99396800994873,48168329,0.0,0.0
1997-01-01,11.14559158019768,11.730801864690779,11.14559158019768,11.672280311584473,130531268,0.0,0.0
1997-01-02,11.701541423603647,11.704201434804615,11.363716066152802,11.395637512207031,96266858,0.0,0.0
1997-01-03,11.307853426356285,11.55789704936164,11.307853426356285,11.528636932373047,90690555,0.0,0.0
1997-01-06,11.5977987810317,11.651000312592295,11.41159669967588,11.454156875610352,60709843,0.0,0.0
1997-01-07,11.443516750198885,11.621740108941324,11.374355153154992,11.533958435058594,89004996,0.0,0.0
1997-01-08,11.807939661350405,11.967542909089143,11.624397631585733,11.722819328308105,124961427,0.0,0.0
1997-01-09,11.637698258742018,11.80528023434292,11.563216652007018,11.696218490600586,93056024,0.0,0.0
1997-01-10,11.890400899547515,11.938282396931045,11.77069912355194,11.842520713806152,93742398,0.0,0.0
1997-01-13,11.70419938176341,11.86380264911063,11.624399059732172,11.823901176452637,77200915,0.0,0.0
1997-01-14,11.917004363330587,12.52881471173712,11.789321222782737,12.294731140136719,99288326,0.0,0.0
1997-01-15,12.502214238012089,13.156584739685059,12.425072616114665,13.156584739685059,169563456,0.0,0.0
1997-01-16,14.079620232691497,14.079620232691497,12.635216062916049,12.829398155212402,196689447,0.0,0.0
