Height,Gender,Country
173.61906845941022,Male,United States
174.42581614617163,Male,United States
171.74109008466118,Male,United States
164.7159514730519,Male,United States
172.9835806354194,Male,United States
175.72307594770413,Male,United States
177.7506340104618,Male,United States
176.477597818883,Male,United States
174.58218586471298,Male,United States
166.8944228495868,Male,United States
177.69019195133177,Male,United States
169.37390550566658,Male,United States
178.2890927921614,Male,United States
177.98459789516636,Male,United States
166.6771808815848,Male,United States
178.90617827109386,Male,United States
172.7238427947815,Male,United States
184.08497436588266,Male,United States
182.91632724493027,Male,United States
183.1531640616312,Male,United States
172.80323948529636,Male,United States
178.12865258196163,Male,United States
167.44591610718788,Male,United States
175.4833478134455,Male,United States
175.99720181846985,Male,United States
176.57157646902758,Male,United States
172.1261273655425,Male,United States
175.9538079302356,Male,United States
171.7613144790987,Male,United States
169.83327255258627,Male,United States
185.77658841911065,Male,United States
174.59093543461523,Male,United States
175.41123064753177,Male,United States
178.6787288291252,Male,United States
164.42031332468986,Male,United States
171.8985152730349,Male,United States
167.4352513642658,Male,United States
164.24916745249004,Male,United States
172.18927325630622,Male,United States
186.18817075324395,Male,United States
169.57394094625897,Male,United States
165.52402214011414,Male,United States
181.74154967334937,Male,United States
176.46323435509166,Male,United States
178.2639062860578,Male,United States
179.16554032021853,Male,United States
175.5952710805342,Male,United States
176.1081764186481,Male,United States
183.05303408015166,Male,United States
185.7771341275065,Male,United States
164.859000476632,Male,United States
179.45465519212948,Male,United States
177.04477225482293,Male,United States
167.2500039271911,Male,United States
175.93550185864146,Male,United States
181.40100776812406,Male,United States
163.19363216402724,Male,United States
169.09186016659146,Male,United States
171.97834382676385,Male,United States
179.20823916690944,Male,United States
188.28075165975574,Male,United States
175.52330088169725,Male,United States
163.77216663429337,Male,United States
180.76788726940393,Male,United States
182.34823529691312,Male,United States
165.76459091702938,Male,United States
175.4497220147159,Male,United States
169.90487558199308,Male,United States
176.0505320707313,Male,United States
167.28627113546955,Male,United States
175.4583686630829,Male,United States
180.89112453736135,Male,United States
176.09499313633796,Male,United States
171.97883137977632,Male,United States
169.41181918716865,Male,United States
172.38025666025374,Male,United States
173.83555458856253,Male,United States
179.88827586963185,Male,United States
176.8555104242197,Male,United States
176.67408258082435,Male,United States
170.97294561638537,Male,United States
182.939852851666,Male,United States
176.38583402170042,Male,United States
177.15299128034084,Male,United States
181.4834285452489,Male,United States
173.9741122777554,Male,United States
179.18975316015525,Male,United States
177.13521688353433,Male,United States
176.15602625603503,Male,United States
173.18638732107377,Male,United States
172.45614833021028,Male,United States
168.94993512819738,Male,United States
173.55616455760256,Male,United States
172.96784371976085,Male,United States
192.30922261152622,Male,United States
182.5968860797925,Male,United States
181.24976493740905,Male,United States
171.10620954635556,Male,United States
167.8832347033902,Male,United States
175.64866813197895,Male,United States
181.1231793976176,Male,United States
175.53849292367255,Male,United States
174.42010478726465,Male,United States
164.18022354928172,Male,United States
161.76674445967538,Male,United States
171.8385940013162,Male,United States
162.67260148811826,Female,United States
168.08619544560267,Female,United States
159.70564913784233,Female,United States
154.50952763376412,Female,United States
147.4636186170541,Female,United States
158.34543617830232,Female,United States
158.9284687566253,Female,United States
166.24885675300175,Female,United States
164.65577449611268,Female,United States
155.7333105181878,Female,United States
159.70674860257174,Female,United States
160.76018020332066,Female,United States
163.23365528130185,Female,United States
163.14449382933992,Female,United States
166.72327205374472,Female,United States
159.4836006144409,Female,United States
157.07600438941202,Female,United States
166.03237757596685,Female,United States
171.70990018568523,Female,United States
167.3381703735391,Female,United States
165.2062708318436,Female,United States
173.34497907458223,Female,United States
159.21419770397168,Female,United States
167.67114334400577,Female,United States
160.68408842760812,Female,United States
166.12193803784587,Female,United States
162.61220253197962,Female,United States
169.9914597356696,Female,United States
158.04938990364863,Female,United States
172.35960910966074,Female,United States
167.53500658745497,Female,United States
153.99617921822022,Female,United States
158.95276342795083,Female,United States
160.3263462154471,Female,United States
154.3460588216913,Female,United States
166.4641147171541,Female,United States
159.9103598282225,Female,United States
172.30460321268632,Female,United States
158.34674492504357,Female,United States
163.15704733908197,Female,United States
166.220341452215,Female,United States
163.95041787920226,Female,United States
164.62325443041232,Female,United States
154.30931954371042,Female,United States
171.30187642527775,Female,United States
158.06726174834114,Female,United States
162.92639775658074,Female,United States
164.3970266753764,Female,United States
160.5971552988057,Female,United States
153.35867052961743,Female,United States
160.94702931880462,Female,United States
159.96263869311707,Female,United States
171.79752304957813,Female,United States
173.4297754462594,Female,United States
161.73934393745617,Female,United States
166.27857778362286,Female,United States
157.51680852030262,Female,United States
158.75005344069046,Female,United States
177.417423107382,Female,United States
166.48048309630826,Female,United States
161.40376647928065,Female,United States
158.99523742303802,Female,United States
163.45917525021176,Female,United States
167.76289141422538,Female,United States
161.56055710462513,Female,United States
150.92636122304407,Female,United States
158.85636107906765,Female,United States
168.41331153491362,Female,United States
158.78442020335126,Female,United States
161.36412461474882,Female,United States
167.5539248685197,Female,United States
162.51003624936843,Female,United States
169.11896543718274,Female,United States
173.50523204840152,Female,United States
170.75799297974726,Female,United States
159.14591768482606,Female,United States
160.83394490260565,Female,United States
163.3976517366041,Female,United States
162.90876194453836,Female,United States
161.01500785530945,Female,United States
157.34587730257235,Female,United States
161.77056891895117,Female,United States
175.39130369217142,Female,United States
167.4244833484144,Female,United States
154.02607257173614,Female,United States
164.90339196164726,Female,United States
170.66836637039762,Female,United States
156.8654909329178,Female,United States
150.11798542183618,Female,United States
159.65685716674756,Female,United States
162.49760162593458,Female,United States
158.2500989770655,Female,United States
169.00834886865997,Female,United States
148.87298514691875,Female,United States
164.01657471237993,Female,United States
157.16176739802785,Female,United States
156.5663337742915,Female,United States
148.9954175258813,Female,United States
166.52463793313282,Female,United States
159.2784458260849,Female,United States
161.3508873001057,Female,United States
157.84482926377208,Female,United States
171.76671627079216,Female,United States
167.30742745270828,Female,United States
155.8957150242658,Female,United States
155.8219979720643,Female,United States
152.17899406408333,Female,United States
166.32053262802876,Female,United States
158.90181568245515,Female,United States
156.80956782121586,Female,United States
159.9678652656065,Female,United States
160.41244479122653,Female,United States
159.92381082435006,Female,United States
161.2987900321113,Female,United States
163.62105678733892,Female,United States
174.55051312623354,Female,United States
155.24488451134917,Female,United States
173.66398192786053,Female,United States
159.31547136438047,Female,United States
154.91594849102066,Female,United States
160.08879231673822,Female,United States
167.66121820539723,Female,United States
159.05239038894888,Female,United States
167.77501686177737,Female,United States
159.3400396391174,Female,United States
161.91628981478846,Female,United States
148.29746094661027,Female,United States
161.38166003141845,Female,United States
157.60089074240508,Female,United States
161.7764169004718,Female,United States
160.98210654877562,Female,United States
166.55601663486644,Female,United States
166.42294924177781,Female,United States
166.23585211005155,Female,United States
163.43022400765403,Female,United States
159.81351635687938,Female,United States
159.00976727209095,Female,United States
167.23473408810295,Female,United States
162.77779571372642,Female,United States
162.9127379316006,Female,United States
170.21729589335942,Female,United States
162.02222747311376,Female,United States
160.4947797041211,Female,United States
152.16897621539317,Female,United States
158.17798118844843,Female,United States
160.87099522337164,Female,United States
155.62198116502353,Female,United States
166.63661280958326,Female,United States
160.401614946781,Female,United States
148.9663145234297,Female,United States
164.36291740816242,Female,United States
160.9605688379338,Female,United States
157.90012683935984,Female,United States
161.35194270545227,Female,United States
157.96483059688774,Female,United States
165.6605503727577,Female,United States
162.46073500714184,Female,United States
152.13784568651073,Female,United States
161.33329448528676,Female,United States
162.15226540002215,Female,United States
155.69290183925702,Female,United States
158.08909388376094,Female,United States
155.14841393727562,Female,United States
149.40400561354107,Female,United States
152.70823472340683,Female,United States
155.60312711666677,Female,United States
158.68772092982184,Female,United States
168.68136849720668,Female,United States
165.63915700987062,Female,United States
161.73854708343129,Female,United States
154.19579993432941,Female,United States
165.26809279039884,Female,United States
161.81413507671797,Female,United States
161.54944030231195,Female,United States
162.44217026534645,Female,United States
155.64440010262868,Female,United States
174.07070642967065,Female,United States
168.06680812526045,Female,United States
157.0386975418417,Female,United States
168.35107406514746,Female,United States
169.1123965786363,Female,United States
166.42530169511895,Female,United States
154.25652007636884,Female,United States
166.83903391632973,Female,United States
149.18692383441766,Female,United States
161.2407628405919,Female,United States
156.73420751523506,Female,United States
162.7039533504153,Female,United States
161.71135321336166,Female,United States
157.47082821893213,Female,United States
163.48084493902874,Female,United States
162.7541480141375,Female,United States
162.5311045090432,Female,United States
159.92907750322817,Female,United States
164.53571628580997,Female,United States
167.4611820761456,Female,United States
166.55460702657606,Female,United States
161.57398969450426,Female,United States
163.90980759505283,Female,United States
157.87716039247135,Female,United States
176.82002733472189,Male,Netherlands
177.13797147256267,Male,Netherlands
191.89106152772402,Male,Netherlands
178.25001784282966,Male,Netherlands
179.1355823689369,Male,Netherlands
191.3101949671187,Male,Netherlands
193.62102682007773,Male,Netherlands
187.62928493045914,Male,Netherlands
175.24570033587207,Male,Netherlands
174.30338331478345,Male,Netherlands
184.27792227346663,Male,Netherlands
173.86872745056527,Male,Netherlands
186.0335087811328,Male,Netherlands
183.2475692060575,Male,Netherlands
189.94571543232243,Male,Netherlands
166.5350591235704,Male,Netherlands
182.53089445976573,Male,Netherlands
188.64687202929548,Male,Netherlands
180.71517577524443,Male,Netherlands
201.6458241394841,Male,Netherlands
180.2020299114482,Male,Netherlands
191.2662358583537,Male,Netherlands
166.69851168431802,Male,Netherlands
180.16873793065324,Male,Netherlands
168.42200289626513,Male,Netherlands
176.90946391608176,Male,Netherlands
190.26430134005787,Male,Netherlands
183.6681808594497,Male,Netherlands
184.85636393631296,Male,Netherlands
185.99001602035003,Male,Netherlands
180.50250448184508,Male,Netherlands
167.05001344585844,Male,Netherlands
186.53228186998578,Male,Netherlands
197.3093182892541,Male,Netherlands
196.0032586946075,Male,Netherlands
183.91303501868504,Male,Netherlands
200.4877372656099,Male,Netherlands
185.05033512306593,Male,Netherlands
185.65320327243504,Male,Netherlands
192.21239035083673,Male,Netherlands
189.122359137028,Male,Netherlands
179.70132964233593,Male,Netherlands
184.5617834384234,Male,Netherlands
184.42686246358312,Male,Netherlands
183.75437603494953,Male,Netherlands
179.62913362861366,Male,Netherlands
177.16583306679019,Male,Netherlands
161.53165496906738,Male,Netherlands
175.1225447651484,Male,Netherlands
191.25921490808938,Male,Netherlands
175.2862074264557,Male,Netherlands
185.33914733634737,Male,Netherlands
176.18861214564873,Male,Netherlands
192.8459964089504,Male,Netherlands
182.7843257665965,Male,Netherlands
178.07790314321332,Male,Netherlands
190.6255193518403,Male,Netherlands
183.95896502017075,Male,Netherlands
174.4445580553546,Male,Netherlands
185.29818773275923,Male,Netherlands
193.70231501524572,Male,Netherlands
183.37541725996888,Male,Netherlands
181.22339849713597,Male,Netherlands
186.1561856506614,Male,Netherlands
181.12045773794173,Male,Netherlands
180.90674615142026,Male,Netherlands
185.79115468477386,Male,Netherlands
178.98573011803137,Male,Netherlands
182.95044892959288,Male,Netherlands
184.19156048642913,Male,Netherlands
195.44758332106045,Male,Netherlands
188.21722016671006,Male,Netherlands
185.6127668796723,Male,Netherlands
178.49440639474105,Male,Netherlands
176.43574770864652,Male,Netherlands
189.44484370016517,Male,Netherlands
180.68529008354326,Male,Netherlands
175.48460948818897,Male,Netherlands
175.9022977455158,Male,Netherlands
177.66930757177798,Male,Netherlands
177.9658727549368,Male,Netherlands
175.5103193119843,Male,Netherlands
186.4361219940395,Male,Netherlands
188.11153453191,Male,Netherlands
191.02610953635943,Male,Netherlands
192.64440844976747,Male,Netherlands
189.54933825395693,Male,Netherlands
192.16308372686893,Male,Netherlands
184.67419770113167,Male,Netherlands
178.91233957628452,Male,Netherlands
184.3510140581903,Male,Netherlands
171.73642300295208,Male,Netherlands
182.579462921179,Male,Netherlands
186.4435986333388,Male,Netherlands
190.3598992402945,Male,Netherlands
183.41715013493257,Male,Netherlands
187.07886329786837,Male,Netherlands
182.2462676137251,Male,Netherlands
196.55140877168708,Male,Netherlands
182.23316162204327,Male,Netherlands
171.3474385664221,Male,Netherlands
178.66637843300282,Male,Netherlands
168.59674809261588,Male,Netherlands
189.88759672229764,Male,Netherlands
194.4282343788959,Male,Netherlands
179.802246291,Male,Netherlands
184.26873838727167,Male,Netherlands
181.6912554369735,Male,Netherlands
178.6723362960959,Male,Netherlands
188.58772383204482,Male,Netherlands
181.3379917703323,Male,Netherlands
182.18226760467144,Male,Netherlands
184.78826600931652,Male,Netherlands
172.5251264974039,Male,Netherlands
199.3257388766385,Male,Netherlands
176.93287169182278,Male,Netherlands
192.27629264447395,Male,Netherlands
185.21998635776825,Male,Netherlands
194.13069398584759,Male,Netherlands
188.250837033242,Male,Netherlands
192.17084751778887,Male,Netherlands
179.9565608054517,Male,Netherlands
186.9983034363068,Male,Netherlands
183.3718018816101,Male,Netherlands
187.93697468550494,Male,Netherlands
175.81263051328304,Male,Netherlands
189.9690892557975,Male,Netherlands
197.39248373852195,Male,Netherlands
188.75413956063804,Male,Netherlands
190.9761966033063,Male,Netherlands
180.87746609773401,Male,Netherlands
182.80212286868695,Male,Netherlands
185.18618698530483,Male,Netherlands
175.63141255022606,Male,Netherlands
179.01191976774697,Male,Netherlands
181.3573355407037,Male,Netherlands
185.6355337362063,Male,Netherlands
183.31299955516624,Male,Netherlands
178.74464622277407,Male,Netherlands
191.4243861345869,Male,Netherlands
183.7718006898582,Male,Netherlands
187.8219524722325,Male,Netherlands
170.0417393414241,Male,Netherlands
180.51388012811333,Male,Netherlands
189.11788783950513,Male,Netherlands
173.43840558133243,Male,Netherlands
173.3530881769531,Male,Netherlands
189.84211479702716,Male,Netherlands
193.99076054775045,Male,Netherlands
183.55602259234465,Male,Netherlands
176.83224836612942,Male,Netherlands
182.75968030294882,Male,Netherlands
179.6963397589877,Male,Netherlands
184.14569643112443,Male,Netherlands
192.6018596959698,Male,Netherlands
199.95296257562833,Male,Netherlands
193.32836788449595,Male,Netherlands
179.3837720466175,Male,Netherlands
191.0909942742777,Male,Netherlands
185.96804295469602,Male,Netherlands
176.97834504804192,Male,Netherlands
192.58227414334524,Male,Netherlands
182.23811995345793,Male,Netherlands
180.41857949701176,Male,Netherlands
186.34922160238486,Male,Netherlands
187.98827611565048,Male,Netherlands
181.54961357288536,Male,Netherlands
177.5969324023223,Male,Netherlands
181.11931003976434,Male,Netherlands
184.17172630325405,Male,Netherlands
183.154270441998,Male,Netherlands
185.3169119016222,Male,Netherlands
177.61583329875089,Male,Netherlands
165.50233138679886,Male,Netherlands
190.80642231991328,Male,Netherlands
188.5379638184575,Male,Netherlands
177.8929274790047,Male,Netherlands
194.574272482636,Male,Netherlands
183.48437915235124,Male,Netherlands
182.47051935677433,Male,Netherlands
184.65045598046896,Male,Netherlands
166.1343628474629,Male,Netherlands
186.03180734116918,Male,Netherlands
185.39174232474954,Male,Netherlands
188.23450686288217,Male,Netherlands
181.92550768652,Male,Netherlands
180.44094980395212,Male,Netherlands
177.2101018778708,Male,Netherlands
182.29017691656728,Male,Netherlands
185.36689800279254,Male,Netherlands
170.15887420921047,Male,Netherlands
190.08331754680393,Male,Netherlands
191.66679896935713,Male,Netherlands
177.86385968196404,Male,Netherlands
186.6029722604693,Male,Netherlands
175.55940061580532,Male,Netherlands
186.6357526733856,Male,Netherlands
175.846417627221,Male,Netherlands
170.35212679366867,Male,Netherlands
193.7886776036828,Male,Netherlands
172.39711077854838,Female,Netherlands
174.05378025856498,Female,Netherlands
174.31535372260117,Female,Netherlands
168.95085901803174,Female,Netherlands
169.22612057209787,Female,Netherlands
163.01605869451421,Female,Netherlands
187.9664794051582,Female,Netherlands
171.26001326483618,Female,Netherlands
174.91715518989542,Female,Netherlands
170.99413200350375,Female,Netherlands
174.07815354198422,Female,Netherlands
174.05719391775116,Female,Netherlands
166.92095591567474,Female,Netherlands
163.97934086868725,Female,Netherlands
165.86991264582173,Female,Netherlands
174.07730732867248,Female,Netherlands
172.50779981325005,Female,Netherlands
172.8175403170201,Female,Netherlands
169.5738177442647,Female,Netherlands
173.2085311617177,Female,Netherlands
176.39227864722227,Female,Netherlands
172.81357675144375,Female,Netherlands
168.8275105496319,Female,Netherlands
162.2377241901917,Female,Netherlands
170.95954224250426,Female,Netherlands
177.76215007201736,Female,Netherlands
170.1965956074117,Female,Netherlands
163.02803209768246,Female,Netherlands
156.29088675891578,Female,Netherlands
170.9605162312539,Female,Netherlands
165.53734237273926,Female,Netherlands
158.75482637944825,Female,Netherlands
177.51043027593784,Female,Netherlands
169.16533489965255,Female,Netherlands
163.34391232300226,Female,Netherlands
158.74105822489278,Female,Netherlands
167.40367863841837,Female,Netherlands
183.5119177207134,Female,Netherlands
169.26644747025276,Female,Netherlands
163.647823258866,Female,Netherlands
175.39241923239746,Female,Netherlands
162.0819455097059,Female,Netherlands
171.41981604228826,Female,Netherlands
164.53996351584283,Female,Netherlands
176.11618300659748,Female,Netherlands
172.71503141768585,Female,Netherlands
175.51967957902926,Female,Netherlands
176.93786122310777,Female,Netherlands
175.86662268485023,Female,Netherlands
169.16708126025355,Female,Netherlands
168.57524678626845,Female,Netherlands
174.9490712314691,Female,Netherlands
177.68877798891629,Female,Netherlands
160.20678457924507,Female,Netherlands
164.79784788298116,Female,Netherlands
170.51110133353606,Female,Netherlands
171.98097759471756,Female,Netherlands
166.61891817359952,Female,Netherlands
167.64696556746398,Female,Netherlands
170.40544307917833,Female,Netherlands
159.7823970324748,Female,Netherlands
167.65371514813225,Female,Netherlands
173.82184043070728,Female,Netherlands
167.72434761776915,Female,Netherlands
173.84360175722333,Female,Netherlands
162.2727130886847,Female,Netherlands
176.956026763601,Female,Netherlands
165.01810054287682,Female,Netherlands
176.18740028669174,Female,Netherlands
167.5840785699507,Female,Netherlands
165.48372383613523,Female,Netherlands
170.47182969962054,Female,Netherlands
162.13712020497613,Female,Netherlands
159.04462541185455,Female,Netherlands
171.8612588282489,Female,Netherlands
171.47156509191433,Female,Netherlands
168.71340837772033,Female,Netherlands
161.61443114660108,Female,Netherlands
158.2098297421444,Female,Netherlands
173.33123453085673,Female,Netherlands
174.80253126453633,Female,Netherlands
169.74786305549887,Female,Netherlands
174.51599322448203,Female,Netherlands
162.71364916315116,Female,Netherlands
173.17565453594506,Female,Netherlands
180.64782343795622,Female,Netherlands
165.15519394710705,Female,Netherlands
173.86810944579858,Female,Netherlands
165.79552854393313,Female,Netherlands
170.8821944800497,Female,Netherlands
170.29272761939208,Female,Netherlands
168.01817628754793,Female,Netherlands
166.88279913334284,Female,Netherlands
174.9853934619016,Female,Netherlands
171.99446170705582,Female,Netherlands
180.72046603315843,Female,Netherlands
170.12679762580717,Female,Netherlands
178.21133406020883,Female,Netherlands
170.7431867734002,Female,Netherlands
175.53263967297693,Female,Netherlands
167.92006503256636,Female,Netherlands
161.20786251786026,Female,Netherlands
166.65596474099257,Female,Netherlands
167.42145349687797,Female,Netherlands
179.16470757499565,Female,Netherlands
168.0327925107193,Female,Netherlands
173.15725487435148,Female,Netherlands
158.55805742165293,Female,Netherlands
180.90709302873546,Female,Netherlands
169.83856075343562,Female,Netherlands
177.78656568414303,Female,Netherlands
191.0575787199865,Female,Netherlands
170.51939999293822,Female,Netherlands
168.49183356055823,Female,Netherlands
165.94628470222375,Female,Netherlands
178.94766243409202,Female,Netherlands
174.04179576345598,Female,Netherlands
165.24233643316344,Female,Netherlands
180.49180702563976,Female,Netherlands
173.50384295927734,Female,Netherlands
160.13895612904042,Female,Netherlands
161.27311017098071,Female,Netherlands
174.12143291856884,Female,Netherlands
169.1408182858926,Female,Netherlands
173.21690334958055,Female,Netherlands
172.53040851207783,Female,Netherlands
175.66630211628606,Female,Netherlands
172.32221512359916,Female,Netherlands
174.6072230003507,Female,Netherlands
165.36013456366743,Female,Netherlands
164.68182709321462,Female,Netherlands
175.01770721582542,Female,Netherlands
168.56049865130151,Female,Netherlands
178.03121969392973,Female,Netherlands
176.28666856623488,Female,Netherlands
179.43587936852043,Female,Netherlands
167.8754106127913,Female,Netherlands
160.81605731403394,Female,Netherlands
171.9735406238149,Female,Netherlands
166.13246638369054,Female,Netherlands
179.05095517229282,Female,Netherlands
177.96863143741544,Female,Netherlands
178.78493665372022,Female,Netherlands
162.13436225370947,Female,Netherlands
173.0046585813131,Female,Netherlands
176.15085629661192,Female,Netherlands
174.1015220562131,Female,Netherlands
178.36954135689507,Female,Netherlands
172.23407194179686,Female,Netherlands
170.7403013474164,Female,Netherlands
164.9685539205447,Female,Netherlands
172.5478879557021,Female,Netherlands
172.34071662390923,Female,Netherlands
180.34012992050566,Female,Netherlands
175.48786222695185,Female,Netherlands
178.07194751075835,Female,Netherlands
167.094193571389,Female,Netherlands
174.97377965488448,Female,Netherlands
174.37558895931613,Female,Netherlands
168.06879123751048,Female,Netherlands
177.16166972282647,Female,Netherlands
168.5188465204812,Female,Netherlands
168.3873353818883,Female,Netherlands
173.3812809502937,Female,Netherlands
169.152223670136,Female,Netherlands
157.27942747216028,Female,Netherlands
155.13779648351434,Female,Netherlands
166.16028836268492,Female,Netherlands
162.79238475854572,Female,Netherlands
164.65060131443246,Female,Netherlands
168.58243440798927,Female,Netherlands
162.51151699061,Female,Netherlands
175.13726045668125,Female,Netherlands
161.39745447607714,Female,Netherlands
175.50293901103962,Female,Netherlands
170.33763978363285,Female,Netherlands
165.43279888111624,Female,Netherlands
176.90111722432593,Female,Netherlands
164.93157715243154,Female,Netherlands
158.79171459611217,Female,Netherlands
167.70156337372663,Female,Netherlands
172.32130306155582,Female,Netherlands
166.29141238181154,Female,Netherlands
163.98563409593112,Female,Netherlands
159.31772910086357,Female,Netherlands
169.8102010293122,Female,Netherlands
170.83789643108565,Female,Netherlands
168.90596099292713,Female,Netherlands
171.25781901018618,Female,Netherlands
168.48452263411085,Female,Netherlands
164.70148581943522,Female,Netherlands
172.34300973393974,Female,Netherlands
173.15904733453485,Female,Netherlands
161.06288564854174,Female,Netherlands
165.8157571903606,Female,Netherlands
166.1544929719579,Female,Netherlands
175.7273559377643,Female,Netherlands
168.92518146358665,Female,Netherlands
181.10340515358567,Female,Netherlands
162.41050191834935,Female,Netherlands
162.4350839371727,Male,Japan
178.90580063233745,Male,Japan
174.886651232281,Male,Japan
173.60898172734397,Male,Japan
161.3095551201258,Male,Japan
179.09214656479747,Male,Japan
166.35251286821054,Male,Japan
169.21861269076032,Male,Japan
182.10123058157896,Male,Japan
167.52641408145738,Male,Japan
164.47868933733776,Male,Japan
171.0350635210485,Male,Japan
161.77710464127867,Male,Japan
167.26565589021044,Male,Japan
171.976784014999,Male,Japan
169.2271493420334,Male,Japan
170.99926964662293,Male,Japan
161.00267301849,Male,Japan
176.61597243949876,Male,Japan
181.04347957980318,Male,Japan
172.27581142541194,Male,Japan
178.2665050830578,Male,Japan
169.73680621655706,Male,Japan
160.23659424948661,Male,Japan
162.15504090311322,Male,Japan
160.1981272015294,Male,Japan
183.82110537809766,Male,Japan
168.03969370500434,Male,Japan
182.78416111791307,Male,Japan
168.5929917031662,Male,Japan
183.76048923479772,Male,Japan
178.64768252737656,Male,Japan
172.64517470290144,Male,Japan
166.45328176703995,Male,Japan
173.22704060717618,Male,Japan
177.4047515601925,Male,Japan
173.9493035044973,Male,Japan
177.25578270765885,Male,Japan
173.2899604251687,Male,Japan
178.19591515033852,Male,Japan
174.1263199863681,Male,Japan
178.44676448439986,Male,Japan
183.29701238400153,Male,Japan
173.01707942172092,Male,Japan
170.22341597431708,Male,Japan
174.57240582231952,Male,Japan
172.85515980605678,Male,Japan
173.29396372177825,Male,Japan
164.06541370751853,Male,Japan
165.81281990901985,Male,Japan
179.86474632182754,Male,Japan
175.8327410292265,Male,Japan
171.5133582316017,Male,Japan
165.98995320702542,Male,Japan
168.55853333115465,Male,Japan
170.81979772146192,Male,Japan
169.18180184184664,Male,Japan
163.92711685856173,Male,Japan
152.52950537295098,Male,Japan
164.66784990076212,Male,Japan
181.16586052226552,Male,Japan
168.76842149664515,Male,Japan
164.99418597253558,Male,Japan
158.1899353948593,Male,Japan
169.72246240752315,Male,Japan
176.98400632207534,Male,Japan
175.70596444552663,Male,Japan
172.90168403665135,Male,Japan
164.20368515163028,Male,Japan
182.702134055818,Male,Japan
169.5301334902334,Male,Japan
172.6984713359992,Male,Japan
178.50636697017387,Male,Japan
178.18108870121515,Male,Japan
175.18323335282219,Male,Japan
161.54852171895922,Male,Japan
168.45535831684066,Male,Japan
177.42497982824685,Male,Japan
176.0228958769907,Male,Japan
173.76764750399087,Male,Japan
168.38741034156888,Male,Japan
168.81435404995466,Male,Japan
175.23368258661452,Male,Japan
179.75002272957,Male,Japan
169.09673913541107,Male,Japan
173.5745379774281,Male,Japan
163.3633774535883,Male,Japan
152.24706625500977,Male,Japan
165.53302828188177,Male,Japan
170.7522620672443,Male,Japan
165.39299398973645,Male,Japan
167.0377347164977,Male,Japan
183.58515193574186,Male,Japan
168.17487101547354,Male,Japan
164.49121394706992,Male,Japan
172.64204248205436,Male,Japan
176.0151221210023,Male,Japan
161.03951052278128,Male,Japan
168.2053301963869,Male,Japan
155.76596013809962,Male,Japan
169.52235555383518,Male,Japan
171.8117831782594,Male,Japan
175.24565147323324,Male,Japan
167.34607756162418,Male,Japan
177.147124030685,Male,Japan
175.3298361609027,Male,Japan
161.65355817115204,Male,Japan
